Cooling scheme,"formula: T_current = T_begin * math.pow((T_end / T_begin), ((current_iteration * 1 ) / total_iterations))"
325,86.13903457724282
326,86.09937521846007
327,86.05973411928221
328,86.02011127130237
329,85.98050666611745
330,85.9409202953283
331,85.90135215053957
332,85.86180222335985
333,85.8222705054015
334,85.78275698828085
335,85.74326166361801
336,85.70378452303696
337,85.66432555816557
338,85.62488476063552
339,85.58546212208239
340,85.54605763414558
341,85.50667128846833
342,85.46730307669776
343,85.42795299048484
344,85.38862102148433
345,85.34930716135486
346,85.31001140175894
347,85.27073373436286
348,85.2314741508368
349,85.19223264285472
350,85.15300920209445
351,85.11380382023765
352,85.0746164889698
353,85.03544719998017
354,84.99629594496196
355,84.9571627156121
356,84.91804750363139
357,84.8789503007244
358,84.83987109859959
359,84.80080988896918
360,84.76176666354924
361,84.72274141405964
362,84.68373413222406
363,84.64474480977
364,84.60577343842877
365,84.56682000993546
366,84.52788451602899
367,84.48896694845209
368,84.45006729895127
369,84.41118555927687
370,84.37232172118298
371,84.33347577642753
372,84.29464771677225
373,84.25583753398261
374,84.21704521982792
375,84.17827076608127
376,84.13951416451951
377,84.10077540692332
378,84.06205448507713
379,84.02335139076918
380,83.98466611579146
381,83.94599865193975
382,83.90734899101362
383,83.8687171248164
384,83.83010304515523
385,83.79150674384096
386,83.75292821268826
387,83.71436744351554
388,83.675824428145
389,83.63729915840258
390,83.59879162611803
391,83.5603018231248
392,83.52182974126013
393,83.48337537236503
394,83.44493870828425
395,83.4065197408663
396,83.36811846196343
397,83.32973486343167
398,83.29136893713077
399,83.25302067492424
400,83.21469006867936
401,83.1763771102671
402,83.13808179156223
403,83.09980410444321
404,83.06154404079227
405,83.02330159249539
406,82.98507675144225
407,82.9468695095263
408,82.90867985864466
409,82.87050779069827
410,82.83235329759174
411,82.79421637123342
412,82.75609700353537
413,82.71799518641342
414,82.67991091178708
415,82.64184417157956
416,82.60379495771787
417,82.56576326213266
418,82.52774907675833
419,82.48975239353298
420,82.45177320439844
421,82.41381150130023
422,82.37586727618759
423,82.33794052101345
424,82.30003122773446
425,82.26213938831101
426,82.22426499470711
427,82.18640803889053
428,82.14856851283272
429,82.11074640850882
430,82.07294171789768
431,82.03515443298183
432,81.9973845457475
433,81.95963204818459
434,81.92189693228674
435,81.88417919005121
436,81.84647881347898
437,81.80879579457472
438,81.77113012534676
439,81.73348179780712
440,81.69585080397148
441,81.65823713585925
442,81.62064078549342
443,81.58306174490077
444,81.54550000611167
445,81.50795556116014
446,81.47042840208397
447,81.43291852092449
448,81.39542590972681
449,81.35795056053962
450,81.32049246541531
451,81.28305161640994
452,81.24562800558314
453,81.20822162499834
454,81.17083246672252
455,81.13346052282633
456,81.09610578538408
457,81.05876824647373
458,81.0214478981769
459,80.98414473257884
460,80.94685874176844
461,80.90958991783823
462,80.8723382528844
463,80.83510373900677
464,80.79788636830881
465,80.76068613289758
466,80.72350302488381
467,80.6863370363819
468,80.64918815950978
469,80.61205638638911
470,80.57494170914511
471,80.53784411990667
472,80.50076361080626
473,80.46370017398002
474,80.42665380156767
475,80.38962448571259
476,80.35261221856173
477,80.31561699226569
478,80.27863879897866
479,80.24167763085846
480,80.20473348006655
481,80.16780633876792
482,80.13089619913121
483,80.0940030533287
484,80.05712689353625
485,80.02026771193327
486,79.98342550070284
487,79.9466002520316
488,79.90979195810984
489,79.87300061113136
490,79.83622620329362
491,79.79946872679766
492,79.7627281738481
493,79.72600453665314
494,79.6892978074246
495,79.65260797837786
496,79.61593504173187
497,79.57927898970922
498,79.542639814536
499,79.50601750844199
500,79.4694120636604
501,79.43282347242815
502,79.39625172698567
503,79.35969681957695
504,79.3231587424496
505,79.28663748785478
506,79.25013304804718
507,79.2136454152851
508,79.17717458183041
509,79.14072053994849
510,79.10428328190835
511,79.0678627999825
512,79.03145908644706
513,78.99507213358164
514,78.95870193366947
515,78.9223484789973
516,78.88601176185544
517,78.84969177453775
518,78.8133885093416
519,78.777101958568
520,78.7408321145214
521,78.70457896950987
522,78.66834251584496
523,78.63212274584181
524,78.59591965181907
525,78.55973322609896
526,78.52356346100719
527,78.487410348873
528,78.45127388202923
529,78.41515405281217
530,78.3790508535617
531,78.34296427662117
532,78.30689431433753
533,78.27084095906118
534,78.23480420314606
535,78.19878403894965
536,78.16278045883296
537,78.12679345516048
538,78.09082302030025
539,78.05486914662379
540,78.01893182650613
541,77.98301105232586
542,77.94710681646507
543,77.91121911130926
544,77.8753479292476
545,77.8394932626726
546,77.8036551039804
547,77.76783344557057
548,77.7320282798462
549,77.69623959921387
550,77.66046739608366
551,77.62471166286917
552,77.58897239198745
553,77.55324957585907
554,77.51754320690807
555,77.481853277562
556,77.44617978025188
557,77.41052270741221
558,77.374882051481
559,77.33925780489972
560,77.30364996011332
561,77.26805850957024
562,77.23248344572238
563,77.19692476102513
564,77.16138244793736
565,77.12585649892138
566,77.090346906443
567,77.0548536629715
568,77.01937676097963
569,76.98391619294354
570,76.94847195134294
571,76.91304402866096
572,76.87763241738418
573,76.84223711000264
574,76.80685809900987
575,76.7714953769028
576,76.73614893618189
577,76.70081876935099
578,76.66550486891741
579,76.63020722739195
580,76.5949258372888
581,76.55966069112563
582,76.52441178142357
583,76.48917910070718
584,76.45396264150442
585,76.41876239634676
586,76.38357835776907
587,76.34841051830965
588,76.31325887051025
589,76.27812340691608
590,76.24300412007571
591,76.2079010025412
592,76.17281404686804
593,76.13774324561511
594,76.10268859134476
595,76.06765007662273
596,76.03262769401819
597,75.99762143610374
598,75.96263129545538
599,75.92765726465257
600,75.89269933627814
601,75.85775750291837
602,75.82283175716293
603,75.78792209160493
604,75.75302849884082
605,75.71815097147055
606,75.68328950209744
607,75.64844408332819
608,75.61361470777292
609,75.57880136804519
610,75.5440040567619
611,75.50922276654339
612,75.47445749001339
613,75.439708219799
614,75.40497494853076
615,75.37025766884258
616,75.33555637337173
617,75.30087105475894
618,75.26620170564827
619,75.23154831868717
620,75.19691088652652
621,75.16228940182054
622,75.12768385722686
623,75.09309424540645
624,75.0585205590237
625,75.02396279074637
626,74.98942093324558
627,74.95489497919584
628,74.92038492127502
629,74.88589075216437
630,74.85141246454852
631,74.81695005111544
632,74.78250350455647
633,74.74807281756635
634,74.71365798284316
635,74.67925899308833
636,74.64487584100665
637,74.61050851930631
638,74.5761570206988
639,74.54182133789904
640,74.5075014636252
641,74.4731973905989
642,74.43890911154506
643,74.40463661919196
644,74.37037990627124
645,74.33613896551785
646,74.30191378967014
647,74.26770437146976
648,74.23351070366171
649,74.19933277899435
650,74.16517059021935
651,74.13102413009175
652,74.0968933913699
653,74.06277836681548
654,74.02867904919354
655,73.9945954312724
656,73.96052750582378
657,73.92647526562267
658,73.89243870344743
659,73.85841781207971
660,73.82441258430448
661,73.7904230129101
662,73.75644909068815
663,73.72249081043361
664,73.68854816494473
665,73.65462114702311
666,73.6207097494736
667,73.58681396510447
668,73.55293378672721
669,73.51906920715665
670,73.48522021921093
671,73.4513868157115
672,73.41756898948309
673,73.38376673335378
674,73.3499800401549
675,73.31620890272113
676,73.2824533138904
677,73.248713266504
678,73.21498875340643
679,73.18127976744556
680,73.14758630147253
681,73.11390834834174
682,73.08024590091094
683,73.04659895204112
684,73.01296749459657
685,72.97935152144485
686,72.94575102545687
687,72.91216599950674
688,72.87859643647188
689,72.845042329233
690,72.8115036706741
691,72.7779804536824
692,72.74447267114847
693,72.7109803159661
694,72.67750338103237
695,72.64404185924762
696,72.61059574351547
697,72.57716502674282
698,72.5437497018398
699,72.51034976171982
700,72.47696519929958
701,72.443596007499
702,72.4102421792413
703,72.3769037074529
704,72.34358058506353
705,72.31027280500616
706,72.27698036021702
707,72.24370324363558
708,72.21044144820455
709,72.17719496686992
710,72.1439637925809
711,72.11074791828996
712,72.07754733695282
713,72.04436204152843
714,72.01119202497898
715,71.97803728026993
716,71.94489780036994
717,71.91177357825094
718,71.87866460688805
719,71.84557087925968
720,71.81249238834744
721,71.77942912713617
722,71.74638108861396
723,71.71334826577211
724,71.68033065160516
725,71.64732823911086
726,71.6143410212902
727,71.58136899114739
728,71.54841214168984
729,71.51547046592819
730,71.48254395687633
731,71.44963260755134
732,71.41673641097348
733,71.3838553601663
734,71.35098944815648
735,71.31813866797398
736,71.28530301265195
737,71.25248247522671
738,71.21967704873782
739,71.18688672622805
740,71.15411150074337
741,71.12135136533291
742,71.08860631304906
743,71.05587633694736
744,71.0231614300866
745,70.99046158552873
746,70.95777679633888
747,70.9251070555854
748,70.89245235633985
749,70.85981269167692
750,70.82718805467452
751,70.7945784384138
752,70.76198383597898
753,70.72940424045758
754,70.69683964494023
755,70.66429004252076
756,70.6317554262962
757,70.59923578936672
758,70.5667311248357
759,70.53424142580968
760,70.50176668539838
761,70.46930689671468
762,70.43686205287467
763,70.40443214699754
764,70.3720171722057
765,70.33961712162473
766,70.30723198838335
767,70.27486176561344
768,70.24250644645007
769,70.21016602403145
770,70.17784049149896
771,70.14552984199712
772,70.11323406867363
773,70.08095316467934
774,70.04868712316824
775,70.01643593729749
776,69.98419960022734
777,69.9519781051213
778,69.91977144514595
779,69.88757961347103
780,69.85540260326941
781,69.82324040771714
782,69.79109301999338
783,69.75896043328046
784,69.72684264076382
785,69.69473963563205
786,69.66265141107687
787,69.63057796029315
788,69.59851927647888
789,69.56647535283518
790,69.53444618256633
791,69.50243175887968
792,69.47043207498575
793,69.43844712409819
794,69.40647689943376
795,69.37452139421232
796,69.3425806016569
797,69.31065451499364
798,69.27874312745176
799,69.24684643226364
800,69.21496442266472
801,69.18309709189366
802,69.15124443319209
803,69.11940643980489
804,69.08758310497998
805,69.05577442196835
806,69.0239803840242
807,68.99220098440473
808,68.96043621637034
809,68.92868607318448
810,68.89695054811368
811,68.8652296344276
812,68.83352332539904
813,68.80183161430382
814,68.7701544944209
815,68.73849195903232
816,68.70684400142322
817,68.67521061488183
818,68.64359179269948
819,68.61198752817057
820,68.58039781459262
821,68.54882264526616
822,68.5172620134949
823,68.48571591258558
824,68.45418433584801
825,68.42266727659513
826,68.39116472814293
827,68.35967668381046
828,68.32820313691988
829,68.29674408079639
830,68.2652995087683
831,68.23386941416696
832,68.20245379032681
833,68.17105263058535
834,68.13966592828315
835,68.10829367676385
836,68.07693586937414
837,68.04559249946381
838,68.01426356038564
839,67.98294904549557
840,67.9516489481525
841,67.92036326171845
842,67.88909197955849
843,67.85783509504071
844,67.82659260153632
845,67.79536449241948
846,67.76415076106751
847,67.7329514008607
848,67.70176640518243
849,67.6705957674191
850,67.63943948096018
851,67.60829753919818
852,67.57716993552863
853,67.5460566633501
854,67.51495771606425
855,67.48387308707571
856,67.4528027697922
857,67.42174675762443
858,67.3907050439862
859,67.35967762229429
860,67.32866448596853
861,67.29766562843179
862,67.26668104310993
863,67.2357107234319
864,67.20475466282963
865,67.17381285473807
866,67.14288529259524
867,67.11197196984212
868,67.08107287992273
869,67.05018801628415
870,67.01931737237643
871,66.98846094165263
872,66.95761871756889
873,66.92679069358427
874,66.8959768631609
875,66.86517721976392
876,66.83439175686146
877,66.80362046792466
878,66.7728633464277
879,66.74212038584768
880,66.7113915796648
881,66.68067692136222
882,66.64997640442607
883,66.61929002234554
884,66.58861776861276
885,66.55795963672291
886,66.52731562017414
887,66.49668571246757
888,66.46606990710733
889,66.43546819760057
890,66.40488057745738
891,66.37430704019089
892,66.34374757931715
893,66.31320218835526
894,66.2826708608273
895,66.25215359025827
896,66.2216503701762
897,66.1911611941121
898,66.16068605559994
899,66.13022494817669
900,66.09977786538226
901,66.0693448007596
902,66.03892574785455
903,66.00852070021597
904,65.97812965139569
905,65.9477525949485
906,65.91738952443214
907,65.88704043340734
908,65.85670531543781
909,65.82638416409019
910,65.79607697293407
911,65.76578373554204
912,65.73550444548965
913,65.70523909635538
914,65.67498768172068
915,65.64475019516995
916,65.61452663029054
917,65.58431698067278
918,65.55412123990989
919,65.52393940159813
920,65.49377145933663
921,65.4636174067275
922,65.4334772373758
923,65.40335094488951
924,65.37323852287957
925,65.34313996495987
926,65.31305526474723
927,65.2829844158614
928,65.25292741192511
929,65.22288424656395
930,65.1928549134065
931,65.16283940608427
932,65.13283771823168
933,65.10284984348613
934,65.07287577548786
935,65.04291550788012
936,65.01296903430907
937,64.98303634842377
938,64.95311744387621
939,64.92321231432132
940,64.89332095341695
941,64.86344335482383
942,64.83357951220569
943,64.8037294192291
944,64.77389306956356
945,64.74407045688152
946,64.71426157485831
947,64.6844664171722
948,64.65468497750435
949,64.62491724953881
950,64.59516322696258
951,64.56542290346555
952,64.53569627274051
953,64.50598332848317
954,64.4762840643921
955,64.44659847416881
956,64.41692655151773
957,64.38726829014612
958,64.3576236837642
959,64.32799272608507
960,64.29837541082469
961,64.26877173170197
962,64.23918168243866
963,64.20960525675942
964,64.18004244839182
965,64.1504932510663
966,64.12095765851616
967,64.09143566447764
968,64.06192726268984
969,64.0324324468947
970,64.00295121083711
971,63.97348354826481
972,63.944029452928405
973,63.914588918581416
974,63.885161938980175
975,63.85574850788396
976,63.82634861905486
977,63.79696226625791
978,63.76758944326093
979,63.73823014383467
980,63.70888436175274
981,63.67955209079158
982,63.65023332473053
983,63.62092805735181
984,63.59163628244045
985,63.56235799378437
986,63.53309318517437
987,63.50384185040407
988,63.47460398326997
989,63.44537957757144
990,63.41616862711065
991,63.386971125692696
992,63.35778706712547
993,63.32861644521975
994,63.29945925378914
995,63.2703154866501
996,63.24118513762195
997,63.21206820052683
998,63.182964669189744
999,63.15387453743854
1000,63.124797799103895
1001,63.09573444801933
1002,63.06668447802121
1003,63.03764788294875
1004,63.00862465664395
1005,62.97961479295172
1006,62.95061828571975
1007,62.92163512879859
1008,62.892665316041594
1009,62.86370884130498
1010,62.83476569844776
1011,62.805835881331795
1012,62.77691938382177
1013,62.748016199785184
1014,62.71912632309239
1015,62.69024974761651
1016,62.66138646723354
1017,62.63253647582226
1018,62.60369976726429
1019,62.57487633544405
1020,62.54606617424879
1021,62.51726927756859
1022,62.48848563929628
1023,62.45971525332755
1024,62.43095811356092
1025,62.402214213897665
1026,62.37348354824193
1027,62.34476611050059
1028,62.316061894583406
1029,62.28737089440288
1030,62.25869310387435
1031,62.23002851691595
1032,62.201377127448595
1033,62.17273892939604
1034,62.14411391668481
1035,62.1155020832442
1036,62.086903423006355
1037,62.05831792990618
1038,62.02974559788138
1039,62.00118642087244
1040,61.972640392822676
1041,61.94410750767815
1042,61.915587759387705
1043,61.887081141902996
1044,61.85858764917847
1045,61.83010727517133
1046,61.801640013841585
1047,61.773185859152015
1048,61.74474480506815
1049,61.716316845558374
1050,61.687901974593764
1051,61.65950018614822
1052,61.631111474198406
1053,61.602735832723766
1054,61.574373255706504
1055,61.546023737131605
1056,61.51768727098681
1057,61.489363851262645
1058,61.4610534719524
1059,61.4327561270521
1060,61.404471810560594
1061,61.376200516479415
1062,61.34794223881295
1063,61.31969697156826
1064,61.29146470875524
1065,61.26324544438647
1066,61.23503917247734
1067,61.20684588704599
1068,61.17866558211329
1069,61.15049825170287
1070,61.12234388984113
1071,61.0942024905572
1072,61.06607404788297
1073,61.03795855585308
1074,61.00985600850489
1075,60.981766399878545
1076,60.95368972401691
1077,60.925625974965605
1078,60.89757514677297
1079,60.869537233490114
1080,60.84151222917087
1081,60.81350012787179
1082,60.7855009236522
1083,60.757514610574134
1084,60.72954118270238
1085,60.70158063410444
1086,60.67363295885054
1087,60.64569815101367
1088,60.617776204669525
1089,60.589867113896545
1090,60.56197087277586
1091,60.53408747539135
1092,60.50621691582965
1093,60.47835918818004
1094,60.450514286534606
1095,60.422682204988085
1096,60.39486293763798
1097,60.36705647858449
1098,60.339262821930525
1099,60.311481961781745
1100,60.28371389224647
1101,60.25595860743578
1102,60.22821610146343
1103,60.200486368445915
1104,60.172769402502425
1105,60.145065197754846
1106,60.11737374832781
1107,60.08969504834859
1108,60.06202909194723
1109,60.03437587325645
1110,60.00673538641165
1111,59.979107625550945
1112,59.951492584815156
1113,59.92389025834781
1114,59.89630064029512
1115,59.86872372480596
1116,59.84115950603197
1117,59.813607978127415
1118,59.7860691352493
1119,59.75854297155727
1120,59.731029481213724
1121,59.70352865838369
1122,59.67604049723491
1123,59.6485649919378
1124,59.62110213666549
1125,59.59365192559375
1126,59.56621435290105
1127,59.538789412768544
1128,59.51137709938007
1129,59.48397740692213
1130,59.456590329583904
1131,59.42921586155726
1132,59.40185399703674
1133,59.374504730219535
1134,59.347168055305524
1135,59.31984396649727
1136,59.29253245799998
1137,59.265233524021546
1138,59.23794715877252
1139,59.210673356466124
1140,59.18341211131823
1141,59.15616341754739
1142,59.128927269374834
1143,59.10170366102439
1144,59.074492586722606
1145,59.047294040698674
1146,59.02010801718443
1147,58.99293451041437
1148,58.96577351462567
1149,58.9386250240581
1150,58.91148903295414
1151,58.88436553555889
1152,58.85725452612013
1153,58.830155998888245
1154,58.8030699481163
1155,58.77599636805999
1156,58.748935252977674
1157,58.72188659713032
1158,58.694850394781575
1159,58.667826640197696
1160,58.64081532764762
1161,58.613816451402876
1162,58.58683000573765
1163,58.5598559849288
1164,58.53289438325574
1165,58.505945195000585
1166,58.479008414448074
1167,58.45208403588554
1168,58.42517205360299
1169,58.39827246189302
1170,58.3713852550509
1171,58.34451042737447
1172,58.317647973164256
1173,58.290797886723354
1174,58.263960162357535
1175,58.23713479437512
1176,58.210321777087145
1177,58.18352110480718
1178,58.15673277185145
1179,58.129956772538804
1180,58.10319310119071
1181,58.0764417521312
1182,58.049702719687005
1183,58.02297599818738
1184,57.996261581964234
1185,57.969559465352106
1186,57.94286964268811
1187,57.91619210831196
1188,57.88952685656602
1189,57.86287388179522
1190,57.83623317834709
1191,57.80960474057181
1192,57.782988562822105
1193,57.75638463945333
1194,57.72979296482343
1195,57.703213533292974
1196,57.67664633922508
1197,57.65009137698548
1198,57.62354864094252
1199,57.59701812546714
1200,57.57049982493282
1201,57.543993733715695
1202,57.51749984619444
1203,57.491018156750364
1204,57.464548659767324
1205,57.43809134963177
1206,57.41164622073276
1207,57.3852132674619
1208,57.3587924842134
1209,57.332383865384074
1210,57.30598740537327
1211,57.27960309858292
1212,57.25323093941756
1213,57.22687092228431
1214,57.200523041592824
1215,57.17418729175534
1216,57.147863667186705
1217,57.12155216230429
1218,57.09525277152808
1219,57.068965489280586
1220,57.042690309986924
1221,57.016427228074754
1222,56.990176237974296
1223,56.96393733411838
1224,56.93771051094233
1225,56.9114957628841
1226,56.885293084384145
1227,56.85910246988553
1228,56.83292391383383
1229,56.806757410677235
1230,56.78060295486643
1231,56.75446054085471
1232,56.72833016309789
1233,56.70221181605433
1234,56.67610549418498
1235,56.65001119195331
1236,56.62392890382533
1237,56.597858624269634
1238,56.57180034775734
1239,56.54575406876212
1240,56.519719781760166
1241,56.49369748123026
1242,56.46768716165367
1243,56.44168881751425
1244,56.415702443298365
1245,56.38972803349495
1246,56.36376558259545
1247,56.33781508509384
1248,56.31187653548666
1249,56.28594992827296
1250,56.260035257954335
1251,56.23413251903491
1252,56.20824170602133
1253,56.182362813422785
1254,56.156495835750974
1255,56.130640767520134
1256,56.10479760324705
1257,56.078966337450986
1258,56.053146964653756
1259,56.0273394793797
1260,56.00154387615566
1261,55.97576014951101
1262,55.94998829397767
1263,55.92422830409001
1264,55.89848017438498
1265,55.87274389940201
1266,55.847019473683076
1267,55.82130689177263
1268,55.795606148217644
1269,55.76991723756763
1270,55.744240154374566
1271,55.71857489319299
1272,55.69292144857989
1273,55.667279815094794
1274,55.641649987299736
1275,55.61603195975925
1276,55.59042572704036
1277,55.5648312837126
1278,55.539248624348005
1279,55.51367774352113
1280,55.488118635808966
1281,55.46257129579107
1282,55.437035718049465
1283,55.411511897168666
1284,55.385999827735674
1285,55.36049950434002
1286,55.33501092157367
1287,55.30953407403112
1288,55.284068956309355
1289,55.258615563007815
1290,55.23317388872847
1291,55.207743928075736
1292,55.18232567565654
1293,55.156919126080275
1294,55.13152427395883
1295,55.10614111390658
1296,55.08076964054034
1297,55.05540984847946
1298,55.0300617323457
1299,55.00472528676338
1300,54.97940050635922
1301,54.95408738576245
1302,54.928785919604785
1303,54.90349610252036
1304,54.87821792914583
1305,54.85295139412032
1306,54.82769649208537
1307,54.802453217685056
1308,54.77722156556587
1309,54.752001530376795
1310,54.72679310676926
1311,54.70159628939716
1312,54.67641107291688
1313,54.651237451987214
1314,54.62607542126946
1315,54.600924975427354
1316,54.57578610912709
1317,54.55065881703732
1318,54.52554309382916
1319,54.50043893417615
1320,54.47534633275431
1321,54.450265284242114
1322,54.42519578332047
1323,54.40013782467273
1324,54.37509140298472
1325,54.350056512944676
1326,54.32503314924332
1327,54.3000213065738
1328,54.275020979631684
1329,54.25003216311502
1330,54.22505485172429
1331,54.20008904016238
1332,54.175134723134676
1333,54.15019189534894
1334,54.12526055151543
1335,54.10034068634677
1336,54.07543229455808
1337,54.05053537086689
1338,54.025649909993156
1339,54.00077590665927
1340,53.97591335559005
1341,53.95106225151276
1342,53.92622258915707
1343,53.90139436325509
1344,53.87657756854135
1345,53.851772199752816
1346,53.82697825162883
1347,53.80219571891123
1348,53.777424596344225
1349,53.75266487867445
1350,53.72791656065098
1351,53.703179637025265
1352,53.67845410255124
1353,53.65373995198518
1354,53.62903718008582
