Cooling scheme,formula: T_current = T_begin - current_iteration * (T_begin - T_end) / total_iterations
1840,81.79390000000001
1841,81.78399999999999
1842,81.7741
1843,81.7642
1844,81.7543
1845,81.7444
1846,81.7345
1847,81.7246
1848,81.7147
1849,81.7048
1850,81.6949
1851,81.685
1852,81.6751
1853,81.6652
1854,81.6553
1855,81.6454
1856,81.63550000000001
1857,81.62559999999999
1858,81.6157
1859,81.6058
1860,81.5959
1861,81.586
1862,81.5761
1863,81.5662
1864,81.5563
1865,81.5464
1866,81.5365
1867,81.5266
1868,81.5167
1869,81.5068
1870,81.4969
1871,81.487
1872,81.47710000000001
1873,81.46719999999999
1874,81.4573
1875,81.4474
1876,81.4375
1877,81.4276
1878,81.4177
1879,81.40780000000001
1880,81.39789999999999
1881,81.388
1882,81.3781
1883,81.3682
1884,81.3583
1885,81.3484
1886,81.3385
1887,81.3286
1888,81.3187
1889,81.3088
1890,81.2989
1891,81.289
1892,81.2791
1893,81.2692
1894,81.2593
1895,81.24940000000001
1896,81.23949999999999
1897,81.2296
1898,81.2197
1899,81.2098
1900,81.1999
1901,81.19
1902,81.1801
1903,81.1702
1904,81.1603
1905,81.1504
1906,81.1405
1907,81.1306
1908,81.1207
1909,81.1108
1910,81.1009
1911,81.09100000000001
1912,81.08109999999999
1913,81.0712
1914,81.0613
1915,81.0514
1916,81.0415
1917,81.0316
1918,81.0217
1919,81.0118
1920,81.0019
1921,80.992
1922,80.9821
1923,80.9722
1924,80.9623
1925,80.9524
1926,80.9425
1927,80.93260000000001
1928,80.92269999999999
1929,80.9128
1930,80.9029
1931,80.893
1932,80.8831
1933,80.8732
1934,80.8633
1935,80.8534
1936,80.8435
1937,80.8336
1938,80.8237
1939,80.8138
1940,80.8039
1941,80.794
1942,80.7841
1943,80.77420000000001
1944,80.76429999999999
1945,80.7544
1946,80.7445
1947,80.7346
1948,80.7247
1949,80.7148
1950,80.7049
1951,80.695
1952,80.6851
1953,80.6752
1954,80.6653
1955,80.6554
1956,80.6455
1957,80.6356
1958,80.6257
1959,80.61580000000001
1960,80.60589999999999
1961,80.596
1962,80.5861
1963,80.5762
1964,80.5663
1965,80.5564
1966,80.54650000000001
1967,80.53659999999999
1968,80.5267
1969,80.5168
1970,80.5069
1971,80.497
1972,80.4871
1973,80.4772
1974,80.4673
1975,80.4574
1976,80.4475
1977,80.4376
1978,80.4277
1979,80.4178
1980,80.4079
1981,80.398
1982,80.38810000000001
1983,80.37819999999999
1984,80.3683
1985,80.3584
1986,80.3485
1987,80.3386
1988,80.3287
1989,80.3188
1990,80.3089
1991,80.299
1992,80.2891
1993,80.2792
1994,80.2693
1995,80.2594
1996,80.2495
1997,80.2396
1998,80.22970000000001
1999,80.21979999999999
2000,80.2099
2001,80.2
2002,80.1901
2003,80.1802
2004,80.1703
2005,80.1604
2006,80.1505
2007,80.1406
2008,80.1307
2009,80.1208
2010,80.1109
2011,80.101
2012,80.0911
2013,80.0812
2014,80.07130000000001
2015,80.06139999999999
2016,80.0515
2017,80.0416
2018,80.0317
2019,80.0218
2020,80.0119
2021,80.002
2022,79.9921
2023,79.9822
2024,79.9723
2025,79.9624
2026,79.9525
2027,79.9426
2028,79.9327
2029,79.9228
2030,79.91290000000001
2031,79.90299999999999
2032,79.8931
2033,79.8832
2034,79.8733
2035,79.8634
2036,79.8535
2037,79.8436
2038,79.8337
2039,79.8238
2040,79.8139
2041,79.804
2042,79.7941
2043,79.7842
2044,79.7743
2045,79.7644
2046,79.75450000000001
2047,79.74459999999999
2048,79.7347
2049,79.7248
2050,79.7149
2051,79.705
2052,79.6951
2053,79.6852
2054,79.6753
2055,79.6654
2056,79.6555
2057,79.6456
2058,79.6357
2059,79.6258
2060,79.6159
2061,79.606
2062,79.5961
2063,79.5862
2064,79.5763
2065,79.5664
2066,79.5565
2067,79.5466
2068,79.5367
2069,79.52680000000001
2070,79.51689999999999
2071,79.507
2072,79.4971
2073,79.4872
2074,79.4773
2075,79.4674
2076,79.4575
2077,79.4476
2078,79.4377
2079,79.4278
2080,79.4179
2081,79.408
2082,79.3981
2083,79.3882
2084,79.3783
2085,79.36840000000001
2086,79.35849999999999
2087,79.3486
2088,79.3387
2089,79.3288
2090,79.3189
2091,79.309
2092,79.2991
2093,79.2892
2094,79.2793
2095,79.2694
2096,79.2595
2097,79.2496
2098,79.2397
2099,79.2298
2100,79.2199
2101,79.21000000000001
2102,79.20009999999999
2103,79.1902
2104,79.1803
2105,79.1704
2106,79.1605
2107,79.1506
2108,79.1407
2109,79.1308
2110,79.1209
2111,79.111
2112,79.1011
2113,79.0912
2114,79.0813
2115,79.0714
2116,79.0615
2117,79.05160000000001
2118,79.04169999999999
2119,79.0318
2120,79.0219
2121,79.012
2122,79.0021
2123,78.9922
2124,78.9823
2125,78.9724
2126,78.9625
2127,78.9526
2128,78.9427
2129,78.9328
2130,78.9229
2131,78.913
2132,78.9031
2133,78.89320000000001
2134,78.88329999999999
2135,78.8734
2136,78.8635
2137,78.8536
2138,78.8437
2139,78.8338
2140,78.8239
2141,78.814
2142,78.8041
2143,78.7942
2144,78.7843
2145,78.7744
2146,78.7645
2147,78.7546
2148,78.7447
2149,78.7348
2150,78.7249
2151,78.715
2152,78.7051
2153,78.6952
2154,78.6853
2155,78.6754
2156,78.66550000000001
2157,78.65559999999999
2158,78.6457
2159,78.6358
2160,78.6259
2161,78.616
2162,78.6061
2163,78.5962
2164,78.5863
2165,78.5764
2166,78.5665
2167,78.5566
2168,78.5467
2169,78.5368
2170,78.5269
2171,78.517
2172,78.50710000000001
2173,78.49719999999999
2174,78.4873
2175,78.4774
2176,78.4675
2177,78.4576
2178,78.4477
2179,78.4378
2180,78.4279
2181,78.418
2182,78.4081
2183,78.3982
2184,78.3883
2185,78.3784
2186,78.3685
2187,78.3586
2188,78.34870000000001
2189,78.33879999999999
2190,78.3289
2191,78.319
2192,78.3091
2193,78.2992
2194,78.2893
2195,78.2794
2196,78.2695
2197,78.2596
2198,78.2497
2199,78.2398
2200,78.2299
2201,78.22
2202,78.2101
2203,78.2002
2204,78.19030000000001
2205,78.18039999999999
2206,78.1705
2207,78.1606
2208,78.1507
2209,78.1408
2210,78.1309
2211,78.121
2212,78.1111
2213,78.1012
2214,78.0913
2215,78.0814
2216,78.0715
2217,78.0616
2218,78.0517
2219,78.0418
2220,78.03190000000001
2221,78.02199999999999
2222,78.0121
2223,78.0022
2224,77.9923
2225,77.9824
2226,77.9725
2227,77.9626
2228,77.9527
2229,77.9428
2230,77.9329
2231,77.923
2232,77.9131
2233,77.9032
2234,77.8933
2235,77.8834
2236,77.8735
2237,77.8636
2238,77.8537
2239,77.8438
2240,77.8339
2241,77.824
2242,77.8141
2243,77.80420000000001
2244,77.79429999999999
2245,77.7844
2246,77.7745
2247,77.7646
2248,77.7547
2249,77.7448
2250,77.7349
2251,77.725
2252,77.7151
2253,77.7052
2254,77.6953
2255,77.6854
2256,77.6755
2257,77.6656
2258,77.6557
2259,77.64580000000001
2260,77.63589999999999
2261,77.626
2262,77.6161
2263,77.6062
2264,77.5963
2265,77.5864
2266,77.5765
2267,77.5666
2268,77.5567
2269,77.5468
2270,77.5369
2271,77.527
2272,77.5171
2273,77.5072
2274,77.4973
2275,77.48740000000001
2276,77.47749999999999
2277,77.4676
2278,77.4577
2279,77.4478
2280,77.4379
2281,77.428
2282,77.4181
2283,77.4082
2284,77.3983
2285,77.3884
2286,77.3785
2287,77.3686
2288,77.3587
2289,77.3488
2290,77.3389
2291,77.32900000000001
2292,77.31909999999999
2293,77.3092
2294,77.2993
2295,77.2894
2296,77.2795
2297,77.2696
2298,77.2597
2299,77.2498
2300,77.2399
2301,77.23
2302,77.2201
2303,77.2102
2304,77.2003
2305,77.1904
2306,77.1805
2307,77.17060000000001
2308,77.16069999999999
2309,77.1508
2310,77.1409
2311,77.131
2312,77.1211
2313,77.1112
2314,77.1013
2315,77.0914
2316,77.0815
2317,77.0716
2318,77.0617
2319,77.0518
2320,77.0419
2321,77.032
2322,77.0221
2323,77.0122
2324,77.0023
2325,76.9924
2326,76.9825
2327,76.9726
2328,76.9627
2329,76.9528
2330,76.94290000000001
2331,76.93299999999999
2332,76.9231
2333,76.9132
2334,76.9033
2335,76.8934
2336,76.8835
2337,76.8736
2338,76.8637
2339,76.8538
2340,76.8439
2341,76.834
2342,76.8241
2343,76.8142
2344,76.8043
2345,76.7944
2346,76.78450000000001
2347,76.77459999999999
2348,76.7647
2349,76.7548
2350,76.7449
2351,76.735
2352,76.7251
2353,76.7152
2354,76.7053
2355,76.6954
2356,76.6855
2357,76.6756
2358,76.6657
2359,76.6558
2360,76.6459
2361,76.636
2362,76.62610000000001
2363,76.61619999999999
2364,76.6063
2365,76.5964
2366,76.5865
2367,76.5766
2368,76.5667
2369,76.5568
2370,76.5469
2371,76.537
2372,76.5271
2373,76.5172
2374,76.5073
2375,76.4974
2376,76.4875
2377,76.4776
2378,76.46770000000001
2379,76.45779999999999
2380,76.4479
2381,76.438
2382,76.4281
2383,76.4182
2384,76.4083
2385,76.3984
2386,76.3885
2387,76.3786
2388,76.3687
2389,76.3588
2390,76.3489
2391,76.339
2392,76.3291
2393,76.3192
2394,76.30930000000001
2395,76.29939999999999
2396,76.2895
2397,76.2796
2398,76.2697
2399,76.2598
2400,76.2499
2401,76.24
2402,76.2301
2403,76.2202
2404,76.2103
2405,76.2004
2406,76.1905
2407,76.1806
2408,76.1707
2409,76.1608
2410,76.15090000000001
2411,76.14099999999999
2412,76.1311
2413,76.1212
2414,76.1113
2415,76.1014
2416,76.0915
2417,76.08160000000001
2418,76.07169999999999
2419,76.0618
2420,76.0519
2421,76.042
2422,76.0321
2423,76.0222
2424,76.0123
2425,76.0024
2426,75.9925
2427,75.9826
2428,75.9727
2429,75.9628
2430,75.9529
2431,75.943
2432,75.9331
2433,75.92320000000001
2434,75.91329999999999
2435,75.9034
2436,75.8935
2437,75.8836
2438,75.8737
2439,75.8638
2440,75.8539
2441,75.844
2442,75.8341
2443,75.8242
2444,75.8143
2445,75.8044
2446,75.7945
2447,75.7846
2448,75.7747
2449,75.76480000000001
2450,75.75489999999999
2451,75.745
2452,75.7351
2453,75.7252
2454,75.7153
2455,75.7054
2456,75.6955
2457,75.6856
2458,75.6757
2459,75.6658
2460,75.6559
2461,75.646
2462,75.6361
2463,75.6262
2464,75.6163
2465,75.60640000000001
2466,75.59649999999999
2467,75.5866
2468,75.5767
2469,75.5668
2470,75.5569
2471,75.547
2472,75.5371
2473,75.5272
2474,75.5173
2475,75.5074
2476,75.4975
2477,75.4876
2478,75.4777
2479,75.4678
2480,75.4579
2481,75.44800000000001
2482,75.43809999999999
2483,75.4282
2484,75.4183
2485,75.4084
2486,75.3985
2487,75.3886
2488,75.3787
2489,75.3688
2490,75.3589
2491,75.349
2492,75.3391
2493,75.3292
2494,75.3193
2495,75.3094
2496,75.2995
2497,75.28960000000001
2498,75.27969999999999
2499,75.2698
2500,75.2599
2501,75.25
2502,75.2401
2503,75.2302
2504,75.22030000000001
2505,75.21039999999999
2506,75.2005
2507,75.1906
2508,75.1807
2509,75.1708
2510,75.1609
2511,75.151
2512,75.1411
2513,75.1312
2514,75.1213
2515,75.1114
2516,75.1015
2517,75.0916
2518,75.0817
2519,75.0718
2520,75.06190000000001
2521,75.05199999999999
2522,75.0421
2523,75.0322
2524,75.0223
2525,75.0124
2526,75.0025
2527,74.9926
2528,74.9827
2529,74.9728
2530,74.9629
2531,74.953
2532,74.9431
2533,74.9332
2534,74.9233
2535,74.9134
2536,74.90350000000001
2537,74.89359999999999
2538,74.8837
2539,74.8738
2540,74.8639
2541,74.854
2542,74.8441
2543,74.8342
2544,74.8243
2545,74.8144
2546,74.8045
2547,74.7946
2548,74.7847
2549,74.7748
2550,74.7649
2551,74.755
2552,74.74510000000001
2553,74.73519999999999
2554,74.7253
2555,74.7154
2556,74.7055
2557,74.6956
2558,74.6857
2559,74.6758
2560,74.6659
2561,74.656
2562,74.6461
2563,74.6362
2564,74.6263
2565,74.6164
2566,74.6065
2567,74.5966
2568,74.58670000000001
2569,74.57679999999999
2570,74.5669
2571,74.557
2572,74.5471
2573,74.5372
2574,74.5273
2575,74.5174
2576,74.5075
2577,74.4976
2578,74.4877
2579,74.4778
2580,74.4679
2581,74.458
2582,74.4481
2583,74.4382
2584,74.42830000000001
2585,74.41839999999999
2586,74.4085
2587,74.3986
2588,74.3887
2589,74.3788
2590,74.3689
2591,74.35900000000001
2592,74.34909999999999
2593,74.3392
2594,74.3293
2595,74.3194
2596,74.3095
2597,74.2996
2598,74.2897
2599,74.2798
2600,74.2699
2601,74.26
2602,74.2501
2603,74.2402
2604,74.2303
2605,74.2204
2606,74.2105
2607,74.20060000000001
2608,74.19069999999999
2609,74.1808
2610,74.1709
2611,74.161
2612,74.1511
2613,74.1412
2614,74.1313
2615,74.1214
2616,74.1115
2617,74.1016
2618,74.0917
2619,74.0818
2620,74.0719
2621,74.062
2622,74.0521
2623,74.04220000000001
2624,74.03229999999999
2625,74.0224
2626,74.0125
2627,74.0026
2628,73.9927
2629,73.9828
2630,73.9729
2631,73.963
2632,73.9531
2633,73.9432
2634,73.9333
2635,73.9234
2636,73.9135
2637,73.9036
2638,73.8937
2639,73.88380000000001
2640,73.87389999999999
2641,73.864
2642,73.8541
2643,73.8442
2644,73.8343
2645,73.8244
2646,73.8145
2647,73.8046
2648,73.7947
2649,73.7848
2650,73.7749
2651,73.765
2652,73.7551
2653,73.7452
2654,73.7353
2655,73.72540000000001
2656,73.71549999999999
2657,73.7056
2658,73.6957
2659,73.6858
2660,73.6759
2661,73.666
2662,73.6561
2663,73.6462
2664,73.6363
2665,73.6264
2666,73.6165
2667,73.6066
2668,73.5967
2669,73.5868
2670,73.5769
2671,73.56700000000001
2672,73.55709999999999
2673,73.5472
2674,73.5373
2675,73.5274
2676,73.5175
2677,73.5076
2678,73.4977
2679,73.4878
2680,73.4779
2681,73.468
2682,73.4581
2683,73.4482
2684,73.4383
2685,73.4284
2686,73.4185
2687,73.4086
2688,73.3987
2689,73.3888
2690,73.3789
2691,73.369
2692,73.3591
2693,73.3492
2694,73.33930000000001
2695,73.32939999999999
2696,73.3195
2697,73.3096
2698,73.2997
2699,73.2898
2700,73.2799
2701,73.27
2702,73.2601
2703,73.2502
2704,73.2403
2705,73.2304
2706,73.2205
2707,73.2106
2708,73.2007
2709,73.1908
2710,73.18090000000001
2711,73.17099999999999
2712,73.1611
2713,73.1512
2714,73.1413
2715,73.1314
2716,73.1215
2717,73.1116
2718,73.1017
2719,73.0918
2720,73.0819
2721,73.072
2722,73.0621
2723,73.0522
2724,73.0423
2725,73.0324
2726,73.02250000000001
2727,73.01259999999999
2728,73.0027
2729,72.9928
2730,72.9829
2731,72.973
2732,72.9631
2733,72.9532
2734,72.9433
2735,72.9334
2736,72.9235
2737,72.9136
2738,72.9037
2739,72.8938
2740,72.8839
2741,72.874
2742,72.86410000000001
2743,72.85419999999999
2744,72.8443
2745,72.8344
2746,72.8245
2747,72.8146
2748,72.8047
2749,72.7948
2750,72.7849
2751,72.775
2752,72.7651
2753,72.7552
2754,72.7453
2755,72.7354
2756,72.7255
2757,72.7156
2758,72.70570000000001
2759,72.69579999999999
2760,72.6859
2761,72.676
2762,72.6661
2763,72.6562
2764,72.6463
2765,72.6364
2766,72.6265
2767,72.6166
2768,72.6067
2769,72.5968
2770,72.5869
2771,72.577
2772,72.5671
2773,72.5572
2774,72.5473
2775,72.5374
2776,72.5275
2777,72.5176
2778,72.5077
2779,72.4978
2780,72.4879
2781,72.47800000000001
2782,72.46809999999999
2783,72.4582
2784,72.4483
2785,72.4384
2786,72.4285
2787,72.4186
2788,72.4087
2789,72.3988
2790,72.3889
2791,72.379
2792,72.3691
2793,72.3592
2794,72.3493
2795,72.3394
2796,72.3295
2797,72.31960000000001
2798,72.30969999999999
2799,72.2998
2800,72.2899
2801,72.28
2802,72.2701
2803,72.2602
2804,72.2503
2805,72.2404
2806,72.2305
2807,72.2206
2808,72.2107
2809,72.2008
2810,72.1909
2811,72.181
2812,72.1711
2813,72.16120000000001
2814,72.15129999999999
2815,72.1414
2816,72.1315
2817,72.1216
2818,72.1117
2819,72.1018
2820,72.0919
2821,72.082
2822,72.0721
2823,72.0622
2824,72.0523
2825,72.0424
2826,72.0325
2827,72.0226
2828,72.0127
2829,72.00280000000001
2830,71.99289999999999
2831,71.983
2832,71.9731
2833,71.9632
2834,71.9533
2835,71.9434
2836,71.9335
2837,71.9236
2838,71.9137
2839,71.9038
2840,71.8939
2841,71.884
2842,71.8741
2843,71.8642
2844,71.8543
2845,71.84440000000001
2846,71.83449999999999
2847,71.8246
2848,71.8147
2849,71.8048
2850,71.7949
2851,71.785
2852,71.7751
2853,71.7652
2854,71.7553
2855,71.7454
2856,71.7355
2857,71.7256
2858,71.7157
2859,71.7058
2860,71.6959
2861,71.686
2862,71.6761
2863,71.6662
2864,71.6563
2865,71.6464
2866,71.6365
2867,71.6266
2868,71.61670000000001
2869,71.60679999999999
2870,71.5969
2871,71.587
2872,71.5771
2873,71.5672
2874,71.5573
2875,71.5474
2876,71.5375
2877,71.5276
2878,71.5177
2879,71.5078
2880,71.4979
2881,71.488
2882,71.4781
2883,71.4682
2884,71.45830000000001
2885,71.44839999999999
2886,71.4385
2887,71.4286
2888,71.4187
2889,71.4088
2890,71.3989
2891,71.389
2892,71.3791
2893,71.3692
2894,71.3593
2895,71.3494
2896,71.3395
2897,71.3296
2898,71.3197
2899,71.3098
2900,71.29990000000001
2901,71.28999999999999
2902,71.2801
2903,71.2702
2904,71.2603
2905,71.2504
2906,71.2405
2907,71.2306
2908,71.2207
2909,71.2108
2910,71.2009
2911,71.191
2912,71.1811
2913,71.1712
2914,71.1613
2915,71.1514
2916,71.14150000000001
2917,71.13159999999999
2918,71.1217
2919,71.1118
2920,71.1019
2921,71.092
2922,71.0821
2923,71.0722
2924,71.0623
2925,71.0524
2926,71.0425
2927,71.0326
2928,71.0227
2929,71.0128
2930,71.0029
2931,70.993
2932,70.98310000000001
2933,70.97319999999999
2934,70.9633
2935,70.9534
2936,70.9435
2937,70.9336
2938,70.9237
2939,70.9138
2940,70.9039
2941,70.894
2942,70.8841
2943,70.8742
2944,70.8643
2945,70.8544
2946,70.8445
2947,70.8346
2948,70.8247
2949,70.8148
2950,70.8049
2951,70.795
2952,70.7851
2953,70.7752
2954,70.7653
2955,70.75540000000001
2956,70.74549999999999
2957,70.7356
2958,70.7257
2959,70.7158
2960,70.7059
2961,70.696
2962,70.6861
2963,70.6762
2964,70.6663
2965,70.6564
2966,70.6465
2967,70.6366
2968,70.6267
2969,70.6168
2970,70.6069
2971,70.59700000000001
2972,70.58709999999999
2973,70.5772
2974,70.5673
2975,70.5574
2976,70.5475
2977,70.5376
2978,70.5277
2979,70.5178
2980,70.5079
2981,70.498
2982,70.4881
2983,70.4782
2984,70.4683
2985,70.4584
2986,70.4485
2987,70.43860000000001
2988,70.42869999999999
2989,70.4188
2990,70.4089
2991,70.399
2992,70.3891
2993,70.3792
2994,70.3693
2995,70.3594
2996,70.3495
2997,70.3396
2998,70.3297
2999,70.3198
3000,70.3099
3001,70.3
3002,70.2901
3003,70.28020000000001
3004,70.27029999999999
3005,70.2604
3006,70.2505
3007,70.2406
3008,70.2307
3009,70.2208
3010,70.2109
3011,70.201
3012,70.1911
3013,70.1812
3014,70.1713
3015,70.1614
3016,70.1515
3017,70.1416
3018,70.1317
3019,70.12180000000001
3020,70.11189999999999
3021,70.102
3022,70.0921
3023,70.0822
3024,70.0723
3025,70.0624
3026,70.0525
3027,70.0426
3028,70.0327
3029,70.0228
3030,70.0129
3031,70.003
3032,69.9931
3033,69.9832
3034,69.9733
3035,69.96340000000001
3036,69.95349999999999
3037,69.9436
3038,69.9337
3039,69.9238
3040,69.9139
3041,69.904
3042,69.89410000000001
3043,69.88419999999999
3044,69.8743
3045,69.8644
3046,69.8545
3047,69.8446
3048,69.8347
3049,69.8248
3050,69.8149
3051,69.805
3052,69.7951
3053,69.7852
3054,69.7753
3055,69.7654
3056,69.7555
3057,69.7456
3058,69.73570000000001
3059,69.72579999999999
3060,69.7159
3061,69.706
3062,69.6961
3063,69.6862
3064,69.6763
3065,69.6664
3066,69.6565
3067,69.6466
3068,69.6367
3069,69.6268
3070,69.6169
3071,69.607
3072,69.5971
3073,69.5872
3074,69.57730000000001
3075,69.56739999999999
3076,69.5575
3077,69.5476
3078,69.5377
3079,69.5278
3080,69.5179
3081,69.508
3082,69.4981
3083,69.4882
3084,69.4783
3085,69.4684
3086,69.4585
3087,69.4486
3088,69.4387
3089,69.4288
3090,69.41890000000001
3091,69.40899999999999
3092,69.3991
3093,69.3892
3094,69.3793
3095,69.3694
3096,69.3595
3097,69.3496
3098,69.3397
3099,69.3298
3100,69.3199
3101,69.31
3102,69.3001
3103,69.2902
3104,69.2803
3105,69.2704
3106,69.26050000000001
3107,69.25059999999999
3108,69.2407
3109,69.2308
3110,69.2209
3111,69.211
3112,69.2011
3113,69.1912
3114,69.1813
3115,69.1714
3116,69.1615
3117,69.1516
3118,69.1417
3119,69.1318
3120,69.1219
3121,69.112
3122,69.10210000000001
3123,69.09219999999999
3124,69.0823
3125,69.0724
3126,69.0625
3127,69.0526
3128,69.0427
3129,69.03280000000001
3130,69.02289999999999
3131,69.013
3132,69.0031
3133,68.9932
3134,68.9833
3135,68.9734
3136,68.9635
3137,68.9536
3138,68.9437
3139,68.9338
3140,68.9239
3141,68.914
3142,68.9041
3143,68.8942
3144,68.8843
3145,68.87440000000001
3146,68.86449999999999
3147,68.8546
3148,68.8447
3149,68.8348
3150,68.8249
3151,68.815
3152,68.8051
3153,68.7952
3154,68.7853
3155,68.7754
3156,68.7655
3157,68.7556
3158,68.7457
3159,68.7358
3160,68.7259
3161,68.71600000000001
3162,68.70609999999999
3163,68.6962
3164,68.6863
3165,68.6764
3166,68.6665
3167,68.6566
3168,68.6467
3169,68.6368
3170,68.6269
3171,68.617
3172,68.6071
3173,68.5972
3174,68.5873
3175,68.5774
3176,68.5675
3177,68.55760000000001
3178,68.54769999999999
3179,68.5378
3180,68.5279
3181,68.518
3182,68.5081
3183,68.4982
3184,68.4883
3185,68.4784
3186,68.4685
3187,68.4586
3188,68.4487
3189,68.4388
3190,68.4289
3191,68.419
3192,68.4091
3193,68.39920000000001
3194,68.38929999999999
3195,68.3794
3196,68.3695
3197,68.3596
3198,68.3497
3199,68.3398
3200,68.3299
3201,68.32
3202,68.3101
3203,68.3002
3204,68.2903
3205,68.2804
3206,68.2705
3207,68.2606
3208,68.2507
3209,68.24080000000001
3210,68.23089999999999
3211,68.221
3212,68.2111
3213,68.2012
3214,68.1913
3215,68.1814
3216,68.17150000000001
3217,68.16159999999999
3218,68.1517
3219,68.1418
3220,68.1319
3221,68.122
3222,68.1121
3223,68.1022
3224,68.0923
3225,68.0824
3226,68.0725
3227,68.0626
3228,68.0527
3229,68.0428
3230,68.0329
3231,68.023
3232,68.01310000000001
3233,68.00319999999999
3234,67.9933
3235,67.9834
3236,67.9735
3237,67.9636
3238,67.9537
3239,67.94380000000001
3240,67.9339
3241,67.924
3242,67.91409999999999
3243,67.9042
3244,67.8943
3245,67.8844
3246,67.8745
3247,67.8646
3248,67.85470000000001
3249,67.84479999999999
3250,67.8349
3251,67.825
3252,67.8151
3253,67.8052
3254,67.7953
3255,67.78540000000001
3256,67.7755
3257,67.7656
3258,67.75569999999999
3259,67.7458
3260,67.7359
3261,67.726
3262,67.7161
3263,67.7062
3264,67.69630000000001
3265,67.68639999999999
3266,67.6765
3267,67.6666
3268,67.6567
3269,67.6468
3270,67.6369
3271,67.62700000000001
3272,67.6171
3273,67.6072
3274,67.59729999999999
3275,67.5874
3276,67.5775
3277,67.5676
3278,67.5577
3279,67.5478
3280,67.53790000000001
3281,67.52799999999999
3282,67.5181
3283,67.5082
3284,67.4983
3285,67.4884
3286,67.4785
3287,67.46860000000001
3288,67.4587
3289,67.4488
3290,67.43889999999999
3291,67.429
3292,67.4191
3293,67.4092
3294,67.3993
3295,67.3894
3296,67.37950000000001
3297,67.36959999999999
3298,67.3597
3299,67.3498
3300,67.3399
3301,67.33
3302,67.3201
3303,67.31020000000001
3304,67.3003
3305,67.2904
3306,67.2805
3307,67.2706
3308,67.2607
3309,67.2508
3310,67.24090000000001
3311,67.231
3312,67.2211
3313,67.21119999999999
3314,67.2013
3315,67.1914
3316,67.1815
3317,67.1716
3318,67.1617
3319,67.15180000000001
3320,67.14189999999999
3321,67.132
3322,67.1221
3323,67.1122
3324,67.1023
3325,67.0924
3326,67.08250000000001
3327,67.0726
3328,67.0627
3329,67.05279999999999
3330,67.0429
3331,67.033
3332,67.0231
3333,67.0132
3334,67.0033
3335,66.99340000000001
3336,66.98349999999999
3337,66.9736
3338,66.9637
3339,66.9538
3340,66.9439
3341,66.934
3342,66.92410000000001
3343,66.9142
3344,66.9043
3345,66.89439999999999
3346,66.8845
3347,66.8746
3348,66.8647
3349,66.8548
3350,66.8449
3351,66.83500000000001
3352,66.82509999999999
3353,66.8152
3354,66.8053
3355,66.7954
3356,66.7855
3357,66.7756
3358,66.76570000000001
3359,66.7558
3360,66.7459
3361,66.73599999999999
3362,66.7261
3363,66.7162
3364,66.7063
3365,66.6964
3366,66.6865
3367,66.67660000000001
3368,66.66669999999999
3369,66.6568
3370,66.6469
3371,66.637
3372,66.6271
3373,66.6172
3374,66.60730000000001
3375,66.5974
3376,66.5875
3377,66.57759999999999
3378,66.5677
3379,66.5578
3380,66.5479
3381,66.538
3382,66.5281
3383,66.51820000000001
3384,66.50829999999999
3385,66.4984
3386,66.4885
3387,66.4786
3388,66.4687
3389,66.4588
3390,66.44890000000001
3391,66.439
3392,66.4291
3393,66.41919999999999
3394,66.4093
3395,66.3994
3396,66.3895
3397,66.37960000000001
3398,66.3697
3399,66.3598
3400,66.34989999999999
3401,66.34
3402,66.3301
3403,66.3202
3404,66.3103
3405,66.3004
3406,66.29050000000001
3407,66.28059999999999
3408,66.2707
3409,66.2608
3410,66.2509
3411,66.241
3412,66.2311
3413,66.22120000000001
3414,66.2113
3415,66.2014
3416,66.19149999999999
3417,66.1816
3418,66.1717
3419,66.1618
3420,66.1519
3421,66.142
3422,66.13210000000001
3423,66.12219999999999
3424,66.1123
3425,66.1024
3426,66.0925
3427,66.0826
3428,66.0727
3429,66.06280000000001
3430,66.0529
3431,66.043
3432,66.03309999999999
3433,66.0232
3434,66.0133
3435,66.0034
3436,65.9935
3437,65.9836
3438,65.97370000000001
3439,65.96379999999999
3440,65.9539
3441,65.944
3442,65.9341
3443,65.9242
3444,65.9143
3445,65.90440000000001
3446,65.8945
3447,65.8846
3448,65.87469999999999
3449,65.8648
3450,65.8549
3451,65.845
3452,65.8351
3453,65.8252
3454,65.81530000000001
3455,65.80539999999999
3456,65.7955
3457,65.7856
3458,65.7757
3459,65.7658
3460,65.7559
3461,65.74600000000001
3462,65.7361
3463,65.7262
3464,65.71629999999999
3465,65.7064
3466,65.6965
3467,65.6866
3468,65.6767
3469,65.6668
3470,65.65690000000001
3471,65.64699999999999
3472,65.6371
3473,65.6272
3474,65.6173
3475,65.6074
3476,65.5975
3477,65.58760000000001
3478,65.5777
3479,65.5678
3480,65.55789999999999
3481,65.548
3482,65.5381
3483,65.5282
3484,65.51830000000001
3485,65.5084
3486,65.4985
3487,65.48859999999999
3488,65.4787
3489,65.4688
3490,65.4589
3491,65.449
3492,65.4391
3493,65.42920000000001
3494,65.41929999999999
3495,65.4094
3496,65.3995
3497,65.3896
3498,65.3797
3499,65.3698
3500,65.35990000000001
3501,65.35
3502,65.3401
3503,65.33019999999999
3504,65.3203
3505,65.3104
3506,65.3005
3507,65.2906
3508,65.2807
3509,65.27080000000001
