Cooling scheme,formula: T_current = T_begin - current_iteration * (T_begin - T_end) / total_iterations
3510,65.26089999999999
3511,65.251
3512,65.2411
3513,65.2312
3514,65.2213
3515,65.2114
3516,65.20150000000001
3517,65.1916
3518,65.1817
3519,65.17179999999999
3520,65.1619
3521,65.152
3522,65.1421
3523,65.1322
3524,65.1223
3525,65.11240000000001
3526,65.10249999999999
3527,65.0926
3528,65.0827
3529,65.0728
3530,65.0629
3531,65.053
3532,65.04310000000001
3533,65.0332
3534,65.0233
3535,65.01339999999999
3536,65.0035
3537,64.9936
3538,64.9837
3539,64.9738
3540,64.9639
3541,64.95400000000001
3542,64.94409999999999
3543,64.9342
3544,64.9243
3545,64.9144
3546,64.9045
3547,64.8946
3548,64.88470000000001
3549,64.8748
3550,64.8649
3551,64.85499999999999
3552,64.8451
3553,64.8352
3554,64.8253
3555,64.8154
3556,64.8055
3557,64.79560000000001
3558,64.78569999999999
3559,64.7758
3560,64.7659
3561,64.756
3562,64.7461
3563,64.7362
3564,64.72630000000001
3565,64.7164
3566,64.7065
3567,64.69659999999999
3568,64.6867
3569,64.6768
3570,64.6669
3571,64.657
3572,64.6471
3573,64.6372
3574,64.62729999999999
3575,64.6174
3576,64.6075
3577,64.5976
3578,64.5877
3579,64.5778
3580,64.56790000000001
3581,64.55799999999999
3582,64.5481
3583,64.5382
3584,64.5283
3585,64.5184
3586,64.5085
3587,64.49860000000001
3588,64.4887
3589,64.4788
3590,64.46889999999999
3591,64.459
3592,64.4491
3593,64.4392
3594,64.4293
3595,64.4194
3596,64.40950000000001
3597,64.39959999999999
3598,64.3897
3599,64.3798
3600,64.3699
3601,64.36
3602,64.3501
3603,64.34020000000001
3604,64.3303
3605,64.3204
3606,64.31049999999999
3607,64.3006
3608,64.2907
3609,64.2808
3610,64.2709
3611,64.261
3612,64.25110000000001
3613,64.24119999999999
3614,64.2313
3615,64.2214
3616,64.2115
3617,64.2016
3618,64.1917
3619,64.18180000000001
3620,64.1719
3621,64.162
3622,64.15209999999999
3623,64.1422
3624,64.1323
3625,64.1224
3626,64.1125
3627,64.1026
3628,64.09270000000001
3629,64.08279999999999
3630,64.0729
3631,64.063
3632,64.0531
3633,64.0432
3634,64.0333
3635,64.02340000000001
3636,64.0135
3637,64.0036
3638,63.9937
3639,63.9838
3640,63.9739
3641,63.964
3642,63.9541
3643,63.9442
3644,63.9343
3645,63.9244
3646,63.9145
3647,63.9046
3648,63.8947
3649,63.8848
3650,63.8749
3651,63.865
3652,63.8551
3653,63.8452
3654,63.8353
3655,63.8254
3656,63.8155
3657,63.8056
3658,63.7957
3659,63.7858
3660,63.7759
3661,63.766
3662,63.7561
3663,63.7462
3664,63.7363
3665,63.7264
3666,63.7165
3667,63.7066
3668,63.6967
3669,63.6868
3670,63.6769
3671,63.667
3672,63.6571
3673,63.6472
3674,63.6373
3675,63.6274
3676,63.6175
3677,63.6076
3678,63.5977
3679,63.5878
3680,63.5779
3681,63.568
3682,63.5581
3683,63.5482
3684,63.5383
3685,63.5284
3686,63.5185
3687,63.5086
3688,63.4987
3689,63.4888
3690,63.4789
3691,63.469
3692,63.4591
3693,63.4492
3694,63.4393
3695,63.4294
3696,63.4195
3697,63.4096
3698,63.3997
3699,63.3898
3700,63.3799
3701,63.37
3702,63.3601
3703,63.3502
3704,63.3403
3705,63.3304
3706,63.3205
3707,63.3106
3708,63.3007
3709,63.2908
3710,63.2809
3711,63.271
3712,63.2611
3713,63.2512
3714,63.2413
3715,63.2314
3716,63.2215
3717,63.2116
3718,63.2017
3719,63.1918
3720,63.1819
3721,63.172
3722,63.1621
3723,63.1522
3724,63.1423
3725,63.1324
3726,63.1225
3727,63.1126
3728,63.1027
3729,63.0928
3730,63.0829
3731,63.073
3732,63.0631
3733,63.0532
3734,63.0433
3735,63.0334
3736,63.0235
3737,63.0136
3738,63.0037
3739,62.9938
3740,62.9839
3741,62.974
3742,62.9641
3743,62.9542
3744,62.9443
3745,62.9344
3746,62.9245
3747,62.9146
3748,62.9047
3749,62.8948
3750,62.8849
3751,62.875
3752,62.8651
3753,62.8552
3754,62.8453
3755,62.8354
3756,62.8255
3757,62.8156
3758,62.8057
3759,62.7958
3760,62.7859
3761,62.776
3762,62.7661
3763,62.7562
3764,62.7463
3765,62.7364
3766,62.7265
3767,62.7166
3768,62.7067
3769,62.6968
3770,62.6869
3771,62.677
3772,62.6671
3773,62.6572
3774,62.6473
3775,62.6374
3776,62.6275
3777,62.6176
3778,62.6077
3779,62.5978
3780,62.5879
3781,62.578
3782,62.5681
3783,62.5582
3784,62.5483
3785,62.5384
3786,62.5285
3787,62.5186
3788,62.5087
3789,62.4988
3790,62.4889
3791,62.479
3792,62.4691
3793,62.4592
3794,62.4493
3795,62.4394
3796,62.4295
3797,62.4196
3798,62.4097
3799,62.3998
3800,62.3899
3801,62.38
3802,62.3701
3803,62.3602
3804,62.3503
3805,62.3404
3806,62.3305
3807,62.3206
3808,62.3107
3809,62.3008
3810,62.2909
3811,62.281
3812,62.2711
3813,62.2612
3814,62.2513
3815,62.2414
3816,62.2315
3817,62.2216
3818,62.2117
3819,62.2018
3820,62.1919
3821,62.182
3822,62.1721
3823,62.1622
3824,62.1523
3825,62.1424
3826,62.1325
3827,62.1226
3828,62.1127
3829,62.1028
3830,62.0929
3831,62.083
3832,62.0731
3833,62.0632
3834,62.0533
3835,62.0434
3836,62.0335
3837,62.0236
3838,62.0137
3839,62.0038
3840,61.9939
3841,61.984
3842,61.9741
3843,61.9642
3844,61.9543
3845,61.9444
3846,61.9345
3847,61.9246
3848,61.9147
3849,61.9048
3850,61.8949
3851,61.885
3852,61.8751
3853,61.8652
3854,61.8553
3855,61.8454
3856,61.8355
3857,61.8256
3858,61.8157
3859,61.8058
3860,61.7959
3861,61.786
3862,61.7761
3863,61.7662
3864,61.7563
3865,61.7464
3866,61.7365
3867,61.7266
3868,61.7167
3869,61.7068
3870,61.6969
3871,61.687
3872,61.6771
3873,61.6672
3874,61.6573
3875,61.6474
3876,61.6375
3877,61.6276
3878,61.6177
3879,61.6078
3880,61.5979
3881,61.588
3882,61.5781
3883,61.5682
3884,61.5583
3885,61.5484
3886,61.5385
3887,61.5286
3888,61.5187
3889,61.5088
3890,61.4989
3891,61.489
3892,61.4791
3893,61.4692
3894,61.4593
3895,61.4494
3896,61.4395
3897,61.4296
3898,61.4197
3899,61.4098
3900,61.3999
3901,61.39
3902,61.3801
3903,61.3702
3904,61.3603
3905,61.3504
3906,61.3405
3907,61.3306
3908,61.3207
3909,61.3108
3910,61.3009
3911,61.291
3912,61.2811
3913,61.2712
3914,61.2613
3915,61.2514
3916,61.2415
3917,61.2316
3918,61.2217
3919,61.2118
3920,61.2019
3921,61.192
3922,61.1821
3923,61.1722
3924,61.1623
3925,61.1524
3926,61.1425
3927,61.1326
3928,61.1227
3929,61.1128
3930,61.1029
3931,61.093
3932,61.0831
3933,61.0732
3934,61.0633
3935,61.0534
3936,61.0435
3937,61.0336
3938,61.0237
3939,61.0138
3940,61.0039
3941,60.994
3942,60.9841
3943,60.9742
3944,60.9643
3945,60.9544
3946,60.9445
3947,60.9346
3948,60.9247
3949,60.9148
3950,60.9049
3951,60.895
3952,60.8851
3953,60.8752
3954,60.8653
3955,60.8554
3956,60.8455
3957,60.8356
3958,60.8257
3959,60.8158
3960,60.8059
3961,60.796
3962,60.7861
3963,60.7762
3964,60.7663
3965,60.7564
3966,60.7465
3967,60.7366
3968,60.7267
3969,60.7168
3970,60.7069
3971,60.697
3972,60.6871
3973,60.6772
3974,60.6673
3975,60.6574
3976,60.6475
3977,60.6376
3978,60.6277
3979,60.6178
3980,60.6079
3981,60.598
3982,60.5881
3983,60.5782
3984,60.5683
3985,60.5584
3986,60.5485
3987,60.5386
3988,60.5287
3989,60.5188
3990,60.5089
3991,60.499
3992,60.4891
3993,60.4792
3994,60.4693
3995,60.4594
3996,60.4495
3997,60.4396
3998,60.4297
3999,60.4198
4000,60.4099
4001,60.4
4002,60.3901
4003,60.3802
4004,60.3703
4005,60.3604
4006,60.3505
4007,60.3406
4008,60.3307
4009,60.3208
4010,60.3109
4011,60.301
4012,60.2911
4013,60.2812
4014,60.2713
4015,60.2614
4016,60.2515
4017,60.2416
4018,60.2317
4019,60.2218
4020,60.2119
4021,60.202
4022,60.1921
4023,60.1822
4024,60.1723
4025,60.1624
4026,60.1525
4027,60.1426
4028,60.1327
4029,60.1228
4030,60.1129
4031,60.103
4032,60.0931
4033,60.0832
4034,60.0733
4035,60.0634
4036,60.0535
4037,60.0436
4038,60.0337
4039,60.0238
4040,60.0139
4041,60.004
4042,59.9941
4043,59.9842
4044,59.9743
4045,59.9644
4046,59.9545
4047,59.9446
4048,59.9347
4049,59.9248
4050,59.9149
4051,59.905
4052,59.8951
4053,59.8852
4054,59.8753
4055,59.8654
4056,59.8555
4057,59.8456
4058,59.8357
4059,59.8258
4060,59.8159
4061,59.806
4062,59.7961
4063,59.7862
4064,59.7763
4065,59.7664
4066,59.7565
4067,59.7466
4068,59.7367
4069,59.7268
4070,59.7169
4071,59.707
4072,59.6971
4073,59.6872
4074,59.6773
4075,59.6674
4076,59.6575
4077,59.6476
4078,59.6377
4079,59.6278
4080,59.6179
4081,59.608
4082,59.5981
4083,59.5882
4084,59.5783
4085,59.5684
4086,59.5585
4087,59.5486
4088,59.5387
4089,59.5288
4090,59.5189
4091,59.509
4092,59.4991
4093,59.4892
4094,59.4793
4095,59.4694
4096,59.4595
4097,59.4496
4098,59.4397
4099,59.4298
4100,59.4199
4101,59.41
4102,59.4001
4103,59.3902
4104,59.3803
4105,59.3704
4106,59.3605
4107,59.3506
4108,59.3407
4109,59.3308
4110,59.3209
4111,59.311
4112,59.3011
4113,59.2912
4114,59.2813
4115,59.2714
4116,59.2615
4117,59.2516
4118,59.2417
4119,59.2318
4120,59.2219
4121,59.212
4122,59.2021
4123,59.1922
4124,59.1823
4125,59.1724
4126,59.1625
4127,59.1526
4128,59.1427
4129,59.1328
4130,59.1229
4131,59.113
4132,59.1031
4133,59.0932
4134,59.0833
4135,59.0734
4136,59.0635
4137,59.0536
4138,59.0437
4139,59.0338
4140,59.0239
4141,59.014
4142,59.0041
4143,58.9942
4144,58.9843
4145,58.9744
4146,58.9645
4147,58.9546
4148,58.9447
4149,58.9348
4150,58.9249
4151,58.915
4152,58.9051
4153,58.8952
4154,58.8853
4155,58.8754
4156,58.8655
4157,58.8556
4158,58.8457
4159,58.8358
4160,58.8259
4161,58.816
4162,58.8061
4163,58.7962
4164,58.7863
4165,58.7764
4166,58.7665
4167,58.7566
4168,58.7467
4169,58.7368
4170,58.7269
4171,58.717
4172,58.7071
4173,58.6972
4174,58.6873
4175,58.6774
4176,58.6675
4177,58.6576
4178,58.6477
4179,58.6378
4180,58.6279
4181,58.618
4182,58.6081
4183,58.5982
4184,58.5883
4185,58.5784
4186,58.5685
4187,58.5586
4188,58.5487
4189,58.5388
4190,58.5289
4191,58.519
4192,58.5091
4193,58.4992
4194,58.4893
4195,58.4794
4196,58.4695
4197,58.4596
4198,58.4497
4199,58.4398
4200,58.4299
4201,58.42
4202,58.4101
4203,58.4002
4204,58.3903
4205,58.3804
4206,58.3705
4207,58.3606
4208,58.3507
4209,58.3408
4210,58.3309
4211,58.321
4212,58.3111
4213,58.3012
4214,58.2913
4215,58.2814
4216,58.2715
4217,58.2616
4218,58.2517
4219,58.2418
4220,58.2319
4221,58.222
4222,58.2121
4223,58.2022
4224,58.1923
4225,58.1824
4226,58.1725
4227,58.1626
4228,58.1527
4229,58.1428
4230,58.1329
4231,58.123
4232,58.1131
4233,58.1032
4234,58.0933
4235,58.0834
4236,58.0735
4237,58.0636
4238,58.0537
4239,58.0438
4240,58.0339
4241,58.024
4242,58.0141
4243,58.0042
4244,57.9943
4245,57.9844
4246,57.9745
4247,57.9646
4248,57.9547
4249,57.9448
4250,57.9349
4251,57.925
4252,57.9151
4253,57.9052
4254,57.8953
4255,57.8854
4256,57.8755
4257,57.8656
4258,57.8557
4259,57.8458
4260,57.8359
4261,57.826
4262,57.8161
4263,57.8062
4264,57.7963
4265,57.7864
4266,57.7765
4267,57.7666
4268,57.7567
4269,57.7468
4270,57.7369
4271,57.727
4272,57.7171
4273,57.7072
4274,57.6973
4275,57.6874
4276,57.6775
4277,57.6676
4278,57.6577
4279,57.6478
4280,57.6379
4281,57.628
4282,57.6181
4283,57.6082
4284,57.5983
4285,57.5884
4286,57.5785
4287,57.5686
4288,57.5587
4289,57.5488
4290,57.5389
4291,57.529
4292,57.5191
4293,57.5092
4294,57.4993
4295,57.4894
4296,57.4795
4297,57.4696
4298,57.4597
4299,57.4498
4300,57.4399
4301,57.43
4302,57.4201
4303,57.4102
4304,57.4003
4305,57.3904
4306,57.3805
4307,57.3706
4308,57.3607
4309,57.3508
4310,57.3409
4311,57.331
4312,57.3211
4313,57.3112
4314,57.3013
4315,57.2914
4316,57.2815
4317,57.2716
4318,57.2617
4319,57.2518
4320,57.2419
4321,57.232
4322,57.2221
4323,57.2122
4324,57.2023
4325,57.1924
4326,57.1825
4327,57.1726
4328,57.1627
4329,57.1528
4330,57.1429
4331,57.133
4332,57.1231
4333,57.1132
4334,57.1033
4335,57.0934
4336,57.0835
4337,57.0736
4338,57.0637
4339,57.0538
4340,57.0439
4341,57.034
4342,57.0241
4343,57.0142
4344,57.0043
4345,56.9944
4346,56.9845
4347,56.9746
4348,56.9647
4349,56.9548
4350,56.9449
4351,56.935
4352,56.9251
4353,56.9152
4354,56.9053
4355,56.8954
4356,56.8855
4357,56.8756
4358,56.8657
4359,56.8558
4360,56.8459
4361,56.836
4362,56.8261
4363,56.8162
4364,56.8063
4365,56.7964
4366,56.7865
4367,56.7766
4368,56.7667
4369,56.7568
4370,56.7469
4371,56.737
4372,56.7271
4373,56.7172
4374,56.7073
4375,56.6974
4376,56.6875
4377,56.6776
4378,56.6677
4379,56.6578
4380,56.6479
4381,56.638
4382,56.6281
4383,56.6182
4384,56.6083
4385,56.5984
4386,56.5885
4387,56.5786
4388,56.5687
4389,56.5588
4390,56.5489
4391,56.539
4392,56.5291
4393,56.5192
4394,56.5093
4395,56.4994
4396,56.4895
4397,56.4796
4398,56.4697
4399,56.4598
4400,56.4499
4401,56.44
4402,56.4301
4403,56.4202
4404,56.4103
4405,56.4004
4406,56.3905
4407,56.3806
4408,56.3707
4409,56.3608
4410,56.3509
4411,56.341
4412,56.3311
4413,56.3212
4414,56.3113
4415,56.3014
4416,56.2915
4417,56.2816
4418,56.2717
4419,56.2618
4420,56.2519
4421,56.242
4422,56.2321
4423,56.2222
4424,56.2123
4425,56.2024
4426,56.1925
4427,56.1826
4428,56.1727
4429,56.1628
4430,56.1529
4431,56.143
4432,56.1331
4433,56.1232
4434,56.1133
4435,56.1034
4436,56.0935
4437,56.0836
4438,56.0737
4439,56.0638
4440,56.0539
4441,56.044
4442,56.0341
4443,56.0242
4444,56.0143
4445,56.0044
4446,55.9945
4447,55.9846
4448,55.9747
4449,55.9648
4450,55.9549
4451,55.945
4452,55.9351
4453,55.9252
4454,55.9153
4455,55.9054
4456,55.8955
4457,55.8856
4458,55.8757
4459,55.8658
4460,55.8559
4461,55.846
4462,55.8361
4463,55.8262
4464,55.8163
4465,55.8064
4466,55.7965
4467,55.7866
4468,55.7767
4469,55.7668
4470,55.7569
4471,55.747
4472,55.7371
4473,55.7272
4474,55.7173
4475,55.7074
4476,55.6975
4477,55.6876
4478,55.6777
4479,55.6678
4480,55.6579
4481,55.648
4482,55.6381
4483,55.6282
4484,55.6183
4485,55.6084
4486,55.5985
4487,55.5886
4488,55.5787
4489,55.5688
4490,55.5589
4491,55.549
4492,55.5391
4493,55.5292
4494,55.5193
4495,55.5094
4496,55.4995
4497,55.4896
4498,55.4797
4499,55.4698
4500,55.4599
4501,55.45
4502,55.4401
4503,55.4302
4504,55.4203
4505,55.4104
4506,55.4005
4507,55.3906
4508,55.3807
4509,55.3708
4510,55.3609
4511,55.351
4512,55.3411
4513,55.3312
4514,55.3213
4515,55.3114
4516,55.3015
4517,55.2916
4518,55.2817
4519,55.2718
4520,55.2619
4521,55.252
4522,55.2421
4523,55.2322
4524,55.2223
4525,55.2124
4526,55.2025
4527,55.1926
4528,55.1827
4529,55.1728
4530,55.1629
4531,55.153
4532,55.1431
4533,55.1332
4534,55.1233
4535,55.1134
4536,55.1035
4537,55.0936
4538,55.0837
4539,55.0738
4540,55.0639
4541,55.054
4542,55.0441
4543,55.0342
4544,55.0243
4545,55.0144
4546,55.0045
4547,54.9946
4548,54.9847
4549,54.9748
4550,54.9649
4551,54.955
4552,54.9451
4553,54.9352
4554,54.9253
4555,54.9154
4556,54.9055
4557,54.8956
4558,54.8857
4559,54.8758
4560,54.8659
4561,54.856
4562,54.8461
4563,54.8362
4564,54.8263
4565,54.8164
4566,54.8065
4567,54.7966
4568,54.7867
4569,54.7768
4570,54.7669
4571,54.757
4572,54.7471
4573,54.7372
4574,54.7273
4575,54.7174
4576,54.7075
4577,54.6976
4578,54.6877
4579,54.6778
4580,54.6679
4581,54.658
4582,54.6481
4583,54.6382
4584,54.6283
4585,54.6184
4586,54.6085
4587,54.5986
4588,54.5887
4589,54.5788
4590,54.5689
4591,54.559
4592,54.5491
4593,54.5392
4594,54.5293
4595,54.5194
4596,54.5095
4597,54.4996
4598,54.4897
4599,54.4798
4600,54.4699
4601,54.46
4602,54.4501
4603,54.4402
4604,54.4303
4605,54.4204
4606,54.4105
4607,54.4006
4608,54.3907
4609,54.3808
4610,54.3709
4611,54.361
4612,54.3511
4613,54.3412
4614,54.3313
4615,54.3214
4616,54.3115
4617,54.3016
4618,54.2917
4619,54.2818
4620,54.2719
4621,54.262
4622,54.2521
4623,54.2422
4624,54.2323
4625,54.2224
4626,54.2125
4627,54.2026
4628,54.1927
4629,54.1828
4630,54.1729
4631,54.163
4632,54.1531
4633,54.1432
4634,54.1333
4635,54.1234
4636,54.1135
4637,54.1036
4638,54.0937
4639,54.0838
4640,54.0739
4641,54.064
4642,54.0541
4643,54.0442
4644,54.0343
4645,54.0244
4646,54.0145
4647,54.0046
4648,53.9947
4649,53.9848
4650,53.9749
4651,53.965
4652,53.9551
4653,53.9452
4654,53.9353
4655,53.9254
4656,53.9155
4657,53.9056
4658,53.8957
4659,53.8858
4660,53.8759
4661,53.866
4662,53.8561
4663,53.8462
4664,53.8363
4665,53.8264
4666,53.8165
4667,53.8066
4668,53.7967
4669,53.7868
4670,53.7769
4671,53.767
4672,53.7571
4673,53.7472
4674,53.7373
4675,53.7274
4676,53.7175
4677,53.7076
4678,53.6977
4679,53.6878
4680,53.6779
4681,53.668
4682,53.6581
4683,53.6482
4684,53.6383
4685,53.6284
4686,53.6185
4687,53.6086
4688,53.5987
4689,53.5888
4690,53.5789
4691,53.569
4692,53.5591
4693,53.5492
4694,53.5393
4695,53.5294
4696,53.5195
4697,53.5096
4698,53.4997
4699,53.4898
4700,53.4799
4701,53.47
4702,53.4601
4703,53.4502
4704,53.4403
4705,53.4304
4706,53.4205
4707,53.4106
4708,53.4007
4709,53.3908
4710,53.3809
4711,53.371
4712,53.3611
4713,53.3512
4714,53.3413
4715,53.3314
4716,53.3215
4717,53.3116
4718,53.3017
4719,53.2918
4720,53.2819
4721,53.272
4722,53.2621
4723,53.2522
4724,53.2423
4725,53.2324
4726,53.2225
4727,53.2126
4728,53.2027
4729,53.1928
4730,53.1829
4731,53.173
4732,53.1631
4733,53.1532
4734,53.1433
4735,53.1334
4736,53.1235
4737,53.1136
4738,53.1037
4739,53.0938
4740,53.0839
4741,53.074
4742,53.0641
4743,53.0542
4744,53.0443
4745,53.0344
4746,53.0245
4747,53.0146
4748,53.0047
4749,52.9948
4750,52.9849
4751,52.975
4752,52.9651
4753,52.9552
4754,52.9453
4755,52.9354
4756,52.9255
4757,52.9156
4758,52.9057
4759,52.8958
4760,52.8859
4761,52.876
4762,52.8661
4763,52.8562
4764,52.8463
4765,52.8364
4766,52.8265
4767,52.8166
4768,52.8067
4769,52.7968
4770,52.7869
4771,52.777
4772,52.7671
4773,52.7572
4774,52.7473
4775,52.7374
4776,52.7275
4777,52.7176
4778,52.7077
4779,52.6978
4780,52.6879
4781,52.678
4782,52.6681
4783,52.6582
4784,52.6483
4785,52.6384
4786,52.6285
4787,52.6186
4788,52.6087
4789,52.5988
4790,52.5889
4791,52.579
4792,52.5691
4793,52.5592
4794,52.5493
4795,52.5394
4796,52.5295
4797,52.5196
4798,52.5097
4799,52.4998
4800,52.4899
4801,52.48
4802,52.4701
4803,52.4602
4804,52.4503
4805,52.4404
4806,52.4305
4807,52.4206
4808,52.4107
4809,52.4008
4810,52.3909
4811,52.381
4812,52.3711
4813,52.3612
4814,52.3513
4815,52.3414
4816,52.3315
4817,52.3216
4818,52.3117
4819,52.3018
4820,52.2919
4821,52.282
4822,52.2721
4823,52.2622
4824,52.2523
4825,52.2424
4826,52.2325
4827,52.2226
4828,52.2127
4829,52.2028
4830,52.1929
4831,52.183
4832,52.1731
4833,52.1632
4834,52.1533
4835,52.1434
4836,52.1335
4837,52.1236
4838,52.1137
4839,52.1038
4840,52.0939
4841,52.084
4842,52.0741
4843,52.0642
4844,52.0543
4845,52.0444
4846,52.0345
4847,52.0246
4848,52.0147
4849,52.0048
4850,51.9949
4851,51.985
4852,51.9751
4853,51.9652
4854,51.9553
4855,51.9454
4856,51.9355
4857,51.9256
4858,51.9157
4859,51.9058
4860,51.8959
4861,51.886
4862,51.8761
4863,51.8662
4864,51.8563
4865,51.8464
4866,51.8365
4867,51.8266
4868,51.8167
4869,51.8068
4870,51.7969
4871,51.787
4872,51.7771
4873,51.7672
4874,51.7573
4875,51.7474
4876,51.7375
4877,51.7276
4878,51.7177
4879,51.7078
4880,51.6979
4881,51.688
4882,51.6781
4883,51.6682
4884,51.6583
4885,51.6484
4886,51.6385
4887,51.6286
4888,51.6187
4889,51.6088
4890,51.5989
4891,51.589
4892,51.5791
4893,51.5692
4894,51.5593
4895,51.5494
4896,51.5395
4897,51.5296
4898,51.5197
4899,51.5098
4900,51.4999
4901,51.49
4902,51.4801
4903,51.4702
4904,51.4603
4905,51.4504
4906,51.4405
4907,51.4306
4908,51.4207
4909,51.4108
4910,51.4009
4911,51.391
4912,51.3811
4913,51.3712
4914,51.3613
4915,51.3514
4916,51.3415
4917,51.3316
4918,51.3217
4919,51.3118
4920,51.3019
4921,51.292
4922,51.2821
4923,51.2722
4924,51.2623
4925,51.2524
4926,51.2425
4927,51.2326
4928,51.2227
4929,51.2128
4930,51.2029
4931,51.193
4932,51.1831
4933,51.1732
4934,51.1633
4935,51.1534
4936,51.1435
4937,51.1336
4938,51.1237
4939,51.1138
4940,51.1039
4941,51.094
4942,51.0841
4943,51.0742
4944,51.0643
4945,51.0544
4946,51.0445
4947,51.0346
4948,51.0247
4949,51.0148
4950,51.0049
4951,50.995
4952,50.9851
4953,50.9752
4954,50.9653
4955,50.9554
4956,50.9455
4957,50.9356
4958,50.9257
4959,50.9158
4960,50.9059
4961,50.896
4962,50.8861
4963,50.8762
4964,50.8663
4965,50.8564
4966,50.8465
4967,50.8366
4968,50.8267
4969,50.8168
4970,50.8069
4971,50.797
4972,50.7871
4973,50.7772
4974,50.7673
4975,50.7574
4976,50.7475
4977,50.7376
4978,50.7277
4979,50.7178
4980,50.7079
4981,50.698
4982,50.6881
4983,50.6782
4984,50.6683
4985,50.6584
4986,50.6485
4987,50.6386
4988,50.6287
4989,50.6188
4990,50.6089
4991,50.599
4992,50.5891
4993,50.5792
4994,50.5693
4995,50.5594
4996,50.5495
4997,50.5396
4998,50.5297
4999,50.5198
5000,50.5099
5001,50.5
5002,50.4901
5003,50.4802
5004,50.4703
5005,50.4604
5006,50.4505
5007,50.4406
5008,50.4307
5009,50.4208
5010,50.4109
5011,50.401
5012,50.3911
5013,50.3812
5014,50.3713
5015,50.3614
5016,50.3515
5017,50.3416
5018,50.3317
5019,50.3218
5020,50.3119
5021,50.302
5022,50.2921
5023,50.2822
5024,50.2723
5025,50.2624
5026,50.2525
5027,50.2426
5028,50.2327
5029,50.2228
5030,50.2129
5031,50.203
5032,50.1931
5033,50.1832
5034,50.1733
5035,50.1634
5036,50.1535
5037,50.1436
5038,50.1337
5039,50.1238
5040,50.1139
5041,50.104
5042,50.0941
5043,50.0842
5044,50.0743
5045,50.0644
5046,50.0545
5047,50.0446
5048,50.0347
5049,50.0248
5050,50.0149
5051,50.005
5052,49.9951
5053,49.9852
5054,49.9753
5055,49.9654
5056,49.9555
5057,49.9456
5058,49.9357
5059,49.9258
5060,49.9159
5061,49.906
5062,49.8961
5063,49.8862
5064,49.8763
5065,49.8664
5066,49.8565
5067,49.8466
5068,49.8367
5069,49.8268
5070,49.8169
5071,49.807
5072,49.7971
5073,49.7872
5074,49.7773
5075,49.7674
5076,49.7575
5077,49.7476
5078,49.7377
5079,49.7278
5080,49.7179
5081,49.708
5082,49.6981
5083,49.6882
5084,49.6783
5085,49.6684
5086,49.6585
5087,49.6486
5088,49.6387
5089,49.6288
5090,49.6189
5091,49.609
5092,49.5991
5093,49.5892
5094,49.5793
5095,49.5694
5096,49.5595
5097,49.5496
5098,49.5397
5099,49.5298
5100,49.5199
5101,49.51
5102,49.5001
5103,49.4902
5104,49.4803
5105,49.4704
5106,49.4605
5107,49.4506
5108,49.4407
5109,49.4308
5110,49.4209
5111,49.411
5112,49.4011
5113,49.3912
5114,49.3813
5115,49.3714
5116,49.3615
5117,49.3516
5118,49.3417
5119,49.3318
5120,49.3219
5121,49.312
5122,49.3021
5123,49.2922
5124,49.2823
5125,49.2724
5126,49.2625
5127,49.2526
5128,49.2427
5129,49.2328
5130,49.2229
5131,49.213
5132,49.2031
5133,49.1932
5134,49.1833
5135,49.1734
5136,49.1635
5137,49.1536
5138,49.1437
5139,49.1338
5140,49.1239
5141,49.114
5142,49.1041
5143,49.0942
5144,49.0843
5145,49.0744
5146,49.0645
5147,49.0546
5148,49.0447
5149,49.0348
5150,49.0249
5151,49.015
5152,49.0051
5153,48.9952
5154,48.9853
5155,48.9754
5156,48.9655
5157,48.9556
5158,48.9457
5159,48.9358
5160,48.9259
5161,48.916
5162,48.9061
5163,48.8962
5164,48.8863
5165,48.8764
5166,48.8665
5167,48.8566
5168,48.8467
5169,48.8368
5170,48.8269
5171,48.817
5172,48.8071
5173,48.7972
5174,48.7873
5175,48.7774
5176,48.7675
5177,48.7576
5178,48.7477
5179,48.7378
5180,48.7279
5181,48.718
5182,48.7081
5183,48.6982
5184,48.6883
5185,48.6784
5186,48.6685
5187,48.6586
5188,48.6487
5189,48.6388
5190,48.6289
5191,48.619
5192,48.6091
5193,48.5992
5194,48.5893
5195,48.5794
5196,48.5695
5197,48.5596
5198,48.5497
5199,48.5398
5200,48.5299
5201,48.52
5202,48.5101
5203,48.5002
5204,48.4903
5205,48.4804
5206,48.4705
5207,48.4606
5208,48.4507
5209,48.4408
5210,48.4309
5211,48.421
5212,48.4111
5213,48.4012
5214,48.3913
5215,48.3814
5216,48.3715
5217,48.3616
5218,48.3517
5219,48.3418
5220,48.3319
5221,48.322
5222,48.3121
5223,48.3022
5224,48.2923
5225,48.2824
5226,48.2725
5227,48.2626
5228,48.2527
5229,48.2428
5230,48.2329
5231,48.223
5232,48.2131
5233,48.2032
5234,48.1933
5235,48.1834
5236,48.1735
5237,48.1636
5238,48.1537
5239,48.1438
5240,48.1339
5241,48.124
5242,48.1141
5243,48.1042
5244,48.0943
5245,48.0844
5246,48.0745
5247,48.0646
5248,48.0547
5249,48.0448
5250,48.0349
5251,48.025
5252,48.0151
5253,48.0052
5254,47.9953
5255,47.9854
5256,47.9755
5257,47.9656
5258,47.9557
5259,47.9458
5260,47.9359
5261,47.926
5262,47.9161
5263,47.9062
