Experiment: scoreverloop Hillclimber,"depthhillcimber, 3d, sequence 8, it: 1000, gemiddelde van 40 keer: iteraties, gem_score, gem_errors"
0,-4.0,0.0
1,-6.45,0.775
2,-7.775,1.025
3,-8.75,0.725
4,-9.275,0.95
5,-10.125,1.0
6,-10.6,0.85
7,-10.75,0.65
8,-11.025,0.9
9,-11.2,0.775
10,-11.45,0.575
11,-11.825,0.975
12,-12.225,0.65
13,-12.375,0.975
14,-12.775,0.9
15,-13.025,0.925
16,-13.5,0.975
17,-13.65,0.725
18,-13.75,0.925
19,-13.85,1.3
20,-14.0,1.075
21,-14.075,0.8
22,-14.3,1.1
23,-14.425,0.575
24,-14.575,0.9
25,-14.6,1.425
26,-14.625,0.725
27,-14.675,0.7
28,-14.725,1.2
29,-14.8,0.75
30,-15.025,0.775
31,-15.125,0.875
32,-15.3,1.175
33,-15.5,1.025
34,-15.55,0.85
35,-15.55,0.85
36,-15.6,0.775
37,-15.65,0.65
38,-15.825,1.15
39,-15.95,1.425
40,-15.975,1.075
41,-16.025,0.7
42,-16.025,1.0
43,-16.05,0.825
44,-16.05,1.2
45,-16.05,1.3
46,-16.15,0.8
47,-16.25,0.875
48,-16.275,1.0
49,-16.3,0.675
50,-16.3,0.85
51,-16.4,0.975
52,-16.45,1.1
53,-16.475,0.9
54,-16.55,0.9
55,-16.55,1.05
56,-16.725,1.05
57,-16.725,0.775
58,-16.75,0.825
59,-16.775,1.425
60,-16.8,0.95
61,-16.9,0.7
62,-16.925,1.05
63,-17.1,1.45
64,-17.1,0.7
65,-17.1,1.4
66,-17.125,1.15
67,-17.125,0.9
68,-17.25,1.075
69,-17.25,1.575
70,-17.25,1.35
71,-17.25,0.95
72,-17.25,0.95
73,-17.275,0.875
74,-17.325,1.05
75,-17.325,1.425
76,-17.45,1.05
77,-17.45,0.775
78,-17.575,1.075
79,-17.575,1.175
80,-17.6,1.4
81,-17.625,0.775
82,-17.775,0.875
83,-17.8,0.85
84,-17.8,0.625
85,-17.825,1.05
86,-17.825,1.2
87,-17.85,0.8
88,-17.85,1.5
89,-17.875,1.325
90,-17.875,1.375
91,-17.875,0.95
92,-17.9,1.05
93,-17.9,1.05
94,-17.9,0.975
95,-17.9,1.05
96,-17.9,0.875
97,-17.925,1.45
98,-18.025,0.85
99,-18.025,1.325
100,-18.025,1.075
101,-18.025,0.8
102,-18.125,1.275
103,-18.125,0.975
104,-18.125,1.15
105,-18.15,1.45
106,-18.175,1.275
107,-18.225,0.85
108,-18.225,1.075
109,-18.225,0.85
110,-18.225,1.025
111,-18.275,0.9
112,-18.3,0.775
113,-18.35,1.025
114,-18.35,1.4
115,-18.35,1.2
116,-18.35,1.075
117,-18.4,0.725
118,-18.45,0.85
119,-18.6,1.4
120,-18.625,1.05
121,-18.65,0.9
122,-18.7,0.925
123,-18.75,1.2
124,-18.775,0.875
125,-18.925,1.275
126,-18.95,0.9
127,-18.975,1.3
128,-18.975,0.85
129,-18.975,0.675
130,-18.975,1.175
131,-18.975,0.575
132,-19.15,0.775
133,-19.15,1.575
134,-19.275,0.675
135,-19.275,1.175
136,-19.275,1.025
137,-19.375,1.325
138,-19.375,1.575
139,-19.4,1.75
140,-19.4,1.325
141,-19.425,1.175
142,-19.475,0.975
143,-19.475,1.275
144,-19.475,1.075
145,-19.475,1.0
146,-19.475,1.3
147,-19.5,0.95
148,-19.5,0.725
149,-19.5,0.875
150,-19.5,1.55
151,-19.525,0.875
152,-19.525,1.2
153,-19.525,1.1
154,-19.525,1.15
155,-19.55,1.15
156,-19.55,1.275
157,-19.55,1.625
158,-19.55,1.3
159,-19.6,0.75
160,-19.775,1.025
161,-19.8,1.35
162,-19.8,0.975
163,-19.8,0.95
164,-19.875,1.4
165,-19.925,1.375
166,-19.925,1.15
167,-19.925,1.25
168,-19.95,1.2
169,-19.95,1.275
170,-20.15,1.25
171,-20.175,1.075
172,-20.175,0.825
173,-20.175,1.425
174,-20.3,1.075
175,-20.45,1.4
176,-20.45,1.2
177,-20.45,1.45
178,-20.45,0.8
179,-20.45,0.875
180,-20.45,1.225
181,-20.45,1.475
182,-20.45,1.325
183,-20.45,1.025
184,-20.5,1.3
185,-20.5,1.05
186,-20.5,0.9
187,-20.5,0.925
188,-20.5,0.975
189,-20.5,1.2
190,-20.5,1.25
191,-20.5,1.05
192,-20.5,0.95
193,-20.5,1.2
194,-20.55,1.475
195,-20.65,0.7
196,-20.65,1.275
197,-20.65,1.075
198,-20.65,1.175
199,-20.65,0.825
200,-20.75,1.025
201,-20.75,1.125
202,-20.875,1.125
203,-20.875,1.3
204,-20.9,1.125
205,-20.9,1.625
206,-20.95,1.05
207,-20.95,1.075
208,-20.95,0.825
209,-20.95,1.075
210,-21.0,1.425
211,-21.0,1.275
212,-21.0,0.825
213,-21.0,0.85
214,-21.0,1.35
215,-21.0,0.875
216,-21.0,1.275
217,-21.0,1.625
218,-21.025,1.7
219,-21.05,1.225
220,-21.05,0.875
221,-21.1,1.025
222,-21.1,0.925
223,-21.1,1.05
224,-21.1,0.75
225,-21.1,0.95
226,-21.1,1.325
227,-21.1,1.25
228,-21.15,1.325
229,-21.3,0.95
230,-21.3,1.2
231,-21.3,1.25
232,-21.325,1.225
233,-21.35,0.9
234,-21.35,1.6
235,-21.35,1.15
236,-21.35,0.825
237,-21.35,0.95
238,-21.35,1.1
239,-21.375,1.475
240,-21.425,1.225
241,-21.425,1.275
242,-21.45,0.775
243,-21.45,0.975
244,-21.45,0.95
245,-21.475,1.075
246,-21.475,1.075
247,-21.575,1.125
248,-21.575,0.975
249,-21.575,0.875
250,-21.6,1.0
251,-21.6,0.9
252,-21.65,1.025
253,-21.65,1.575
254,-21.65,0.85
255,-21.7,1.15
256,-21.7,0.975
257,-21.7,0.925
258,-21.7,0.975
259,-21.7,1.225
260,-21.7,1.3
261,-21.7,1.15
262,-21.7,1.525
263,-21.7,1.25
264,-21.7,1.2
265,-21.725,1.15
266,-21.725,1.225
267,-21.725,1.3
268,-21.725,1.575
269,-21.725,1.1
270,-21.725,1.1
271,-21.725,0.825
272,-21.725,1.375
273,-21.75,1.2
274,-21.775,1.225
275,-21.775,1.05
276,-21.775,1.2
277,-21.775,0.65
278,-21.775,1.275
279,-21.775,1.1
280,-21.775,1.075
281,-21.775,1.3
282,-21.775,1.55
283,-21.8,0.625
284,-21.8,1.05
285,-21.9,1.225
286,-21.925,1.075
287,-21.925,1.0
288,-21.925,1.15
289,-21.95,1.375
290,-21.95,1.125
