Experiment: scoreverloop Hillclimber,"randomhillcimber, 3d, sequence 4, it: 1000, gemiddelde van 40 keer: iteraties, gem_score, gem_errors"
0,-2.85,0.0
1,-3.075,1.35
2,-3.175,1.15
3,-3.3,0.975
4,-3.4,1.175
5,-3.575,1.45
6,-3.7,1.1
7,-3.825,1.225
8,-4.025,1.525
9,-4.175,1.2
10,-4.25,1.4
11,-4.275,1.275
12,-4.3,1.025
13,-4.3,1.425
14,-4.4,1.3
15,-4.575,1.625
16,-4.625,1.375
17,-4.725,1.475
18,-4.85,1.325
19,-4.975,0.925
20,-5.125,1.5
21,-5.25,1.1
22,-5.3,1.5
23,-5.35,0.75
24,-5.5,1.075
25,-5.675,1.625
26,-5.8,1.825
27,-5.95,1.3
28,-6.075,1.325
29,-6.15,1.45
30,-6.175,1.775
31,-6.275,1.425
32,-6.325,1.475
33,-6.325,1.5
34,-6.375,1.5
35,-6.575,0.775
36,-6.625,2.125
37,-6.675,1.025
38,-6.8,1.375
39,-6.8,1.6
40,-6.85,1.85
41,-7.0,1.475
42,-7.0,1.55
43,-7.1,1.4
44,-7.2,2.025
45,-7.3,1.225
46,-7.35,1.825
47,-7.4,1.2
48,-7.475,1.5
49,-7.5,1.9
50,-7.6,1.725
51,-7.65,1.55
52,-7.725,1.4
53,-7.8,1.525
54,-7.825,1.75
55,-7.875,1.625
56,-7.975,1.35
57,-8.025,0.975
58,-8.05,1.225
59,-8.1,1.55
60,-8.2,1.05
61,-8.25,1.5
62,-8.25,1.225
63,-8.25,1.575
64,-8.425,1.375
65,-8.45,1.475
66,-8.475,2.175
67,-8.5,1.3
68,-8.575,1.1
69,-8.65,1.5
70,-8.65,1.6
71,-8.75,1.45
72,-8.775,1.2
73,-8.9,2.025
74,-8.925,1.8
75,-8.925,1.775
76,-8.95,1.375
77,-8.95,1.175
78,-9.025,1.5
79,-9.05,1.175
80,-9.075,2.075
81,-9.1,1.5
82,-9.1,1.35
83,-9.125,1.675
84,-9.175,1.175
85,-9.25,1.35
86,-9.25,1.525
87,-9.3,1.325
88,-9.35,1.875
89,-9.4,2.2
90,-9.4,1.375
91,-9.4,1.175
92,-9.45,1.825
93,-9.5,1.35
94,-9.5,1.65
95,-9.55,1.65
96,-9.65,1.65
97,-9.675,1.8
98,-9.75,1.625
99,-9.85,2.175
100,-9.85,1.775
101,-9.9,1.675
102,-9.925,1.725
103,-9.925,1.25
104,-9.925,1.275
105,-10.025,2.225
106,-10.025,2.15
107,-10.1,2.275
108,-10.15,2.35
109,-10.15,2.1
110,-10.175,1.925
111,-10.225,1.475
112,-10.25,1.675
113,-10.275,1.4
114,-10.275,1.8
115,-10.3,1.8
116,-10.325,1.45
117,-10.35,1.3
118,-10.425,1.525
119,-10.475,1.35
120,-10.5,2.05
121,-10.525,1.875
122,-10.525,2.225
123,-10.55,1.25
124,-10.55,1.325
125,-10.55,1.95
126,-10.575,1.675
127,-10.65,1.8
128,-10.675,1.35
129,-10.7,1.225
130,-10.825,1.6
131,-10.9,1.0
132,-10.9,1.475
133,-10.95,1.85
134,-10.975,1.525
135,-11.05,1.375
136,-11.075,2.55
137,-11.075,1.825
138,-11.1,1.475
139,-11.15,1.4
140,-11.2,2.275
141,-11.25,1.425
142,-11.25,1.7
143,-11.325,1.475
144,-11.325,2.175
145,-11.35,1.725
146,-11.35,1.95
147,-11.35,1.25
148,-11.4,1.3
149,-11.425,1.675
150,-11.425,1.525
151,-11.425,1.625
152,-11.5,1.7
153,-11.5,1.65
154,-11.5,1.675
155,-11.5,1.875
156,-11.5,1.3
157,-11.5,1.925
158,-11.525,1.725
159,-11.575,2.25
160,-11.575,2.275
161,-11.575,1.725
162,-11.6,1.95
163,-11.6,1.4
164,-11.6,1.95
165,-11.625,1.5
166,-11.65,1.775
167,-11.65,2.05
168,-11.65,1.7
169,-11.65,1.525
170,-11.7,1.525
171,-11.725,1.4
172,-11.75,1.9
173,-11.75,1.8
174,-11.75,1.6
175,-11.75,1.65
176,-11.75,1.5
177,-11.75,1.725
178,-11.775,1.125
179,-11.8,1.45
180,-11.85,1.425
181,-11.85,2.0
182,-11.85,1.625
183,-11.85,1.8
184,-11.85,1.475
185,-11.9,1.3
186,-11.9,1.825
187,-11.9,2.25
188,-11.9,1.625
189,-11.9,1.7
190,-11.925,1.625
191,-11.925,2.8
192,-12.0,1.65
193,-12.0,2.15
194,-12.025,2.775
195,-12.05,1.3
196,-12.05,1.65
197,-12.05,1.4
198,-12.1,1.6
199,-12.1,2.4
200,-12.1,1.925
201,-12.125,1.55
202,-12.15,1.475
203,-12.15,1.625
204,-12.15,1.25
205,-12.175,2.15
206,-12.2,1.975
207,-12.2,1.575
208,-12.225,1.45
209,-12.225,1.6
210,-12.225,2.425
211,-12.225,1.275
212,-12.25,1.475
213,-12.25,1.6
214,-12.275,1.175
215,-12.275,1.775
216,-12.275,1.775
217,-12.275,1.95
218,-12.275,1.925
219,-12.275,2.425
220,-12.275,1.825
221,-12.275,1.625
222,-12.275,2.2
223,-12.275,1.325
224,-12.325,1.8
225,-12.325,1.775
226,-12.325,2.275
227,-12.35,1.85
228,-12.375,1.325
229,-12.375,1.275
230,-12.425,1.5
231,-12.425,1.725
232,-12.425,2.35
233,-12.425,2.15
234,-12.425,2.075
235,-12.45,2.7
236,-12.45,1.7
237,-12.475,1.225
238,-12.475,1.8
239,-12.475,1.825
240,-12.5,1.525
241,-12.5,1.575
242,-12.5,2.05
243,-12.525,1.675
244,-12.525,1.75
245,-12.525,2.0
246,-12.525,2.3
247,-12.575,1.25
248,-12.575,1.675
249,-12.575,1.725
250,-12.6,2.45
251,-12.625,1.8
252,-12.625,1.925
253,-12.625,1.325
254,-12.625,2.55
255,-12.625,2.175
256,-12.65,2.35
257,-12.675,3.075
258,-12.675,1.4
259,-12.675,2.325
260,-12.675,1.825
261,-12.7,2.175
262,-12.725,1.625
263,-12.75,1.6
264,-12.775,1.4
265,-12.775,2.075
266,-12.775,2.0
267,-12.775,1.775
268,-12.775,1.775
269,-12.775,1.1
270,-12.775,1.85
271,-12.8,1.85
272,-12.825,1.975
273,-12.825,1.725
274,-12.825,2.45
275,-12.825,1.95
276,-12.825,2.05
277,-12.825,2.0
278,-12.825,1.425
279,-12.825,2.725
280,-12.9,2.025
281,-12.9,1.8
282,-12.9,2.05
283,-12.9,1.65
284,-12.9,1.625
285,-12.925,2.1
286,-12.925,1.525
287,-12.95,1.8
288,-13.0,1.45
289,-13.0,1.375
290,-13.025,1.725
291,-13.025,2.15
292,-13.075,1.375
293,-13.075,2.1
294,-13.075,2.025
295,-13.075,2.65
296,-13.1,1.825
297,-13.1,1.125
298,-13.1,2.1
299,-13.125,2.225
300,-13.125,1.65
301,-13.125,2.025
302,-13.125,2.575
303,-13.125,2.15
304,-13.125,1.575
305,-13.125,2.125
306,-13.125,1.7
307,-13.125,1.675
308,-13.125,1.95
309,-13.15,1.85
310,-13.15,2.075
311,-13.175,2.45
312,-13.2,1.75
313,-13.225,1.825
314,-13.225,1.425
315,-13.225,2.225
316,-13.225,1.45
317,-13.225,1.275
318,-13.225,2.25
319,-13.25,2.575
320,-13.3,1.575
321,-13.3,2.45
322,-13.3,1.9
323,-13.3,1.675
324,-13.3,1.575
325,-13.325,1.95
326,-13.325,1.575
327,-13.35,1.825
328,-13.35,1.925
329,-13.35,2.725
330,-13.35,2.5
331,-13.35,2.325
332,-13.35,1.525
333,-13.35,2.175
334,-13.35,2.2
335,-13.35,2.3
336,-13.35,2.225
337,-13.35,2.3
338,-13.375,1.7
339,-13.4,2.1
340,-13.4,2.475
341,-13.425,1.55
342,-13.425,1.8
343,-13.45,1.975
344,-13.45,1.475
345,-13.45,2.325
346,-13.45,2.05
347,-13.45,2.15
348,-13.45,2.075
349,-13.45,1.55
350,-13.475,1.875
351,-13.475,1.925
352,-13.475,2.025
353,-13.5,3.175
354,-13.525,1.6
355,-13.525,2.15
356,-13.525,2.575
357,-13.55,2.125
358,-13.55,2.675
359,-13.55,1.75
360,-13.55,1.825
361,-13.55,1.975
362,-13.55,2.425
363,-13.55,1.675
364,-13.55,1.775
365,-13.575,2.3
366,-13.575,1.45
367,-13.575,2.225
368,-13.575,2.375
369,-13.575,1.975
370,-13.575,1.775
371,-13.575,2.2
372,-13.575,2.1
373,-13.575,2.075
374,-13.575,2.3
375,-13.575,2.025
376,-13.575,1.125
377,-13.575,1.75
378,-13.6,1.575
379,-13.6,2.35
380,-13.6,1.35
381,-13.6,1.875
382,-13.6,2.125
383,-13.6,1.65
384,-13.6,1.275
385,-13.6,2.5
386,-13.6,1.7
387,-13.6,1.65
388,-13.625,1.6
389,-13.625,2.075
390,-13.625,1.95
391,-13.65,1.575
392,-13.65,1.725
393,-13.65,1.925
394,-13.65,1.95
395,-13.65,1.95
396,-13.65,2.3
397,-13.65,1.35
398,-13.65,2.35
399,-13.65,2.15
