Experiment: scoreverloop Hillclimber,"hillcimber, 3d, sequence 1, it: 1000, gemiddelde van 40 keer: iteraties, gem_score, gem_errors"
0,0.0,0.0
1,0.0,0.25
2,0.0,0.275
3,0.0,0.1
4,-0.05,0.5
5,-0.075,0.475
6,-0.1,0.525
7,-0.15,0.4
8,-0.2,0.65
9,-0.3,0.325
10,-0.525,0.4
11,-0.65,0.6
12,-0.825,0.675
13,-1.075,0.625
14,-1.15,0.75
15,-1.35,0.975
16,-1.45,0.5
17,-1.625,0.95
18,-1.75,0.725
19,-1.825,0.675
20,-1.9,0.45
21,-1.95,0.775
22,-2.025,0.675
23,-2.2,0.775
24,-2.5,0.6
25,-2.6,0.65
26,-2.625,0.5
27,-2.65,0.75
28,-2.675,0.825
29,-2.85,0.8
30,-2.95,0.75
31,-3.05,0.875
32,-3.175,0.875
33,-3.4,0.875
34,-3.45,1.0
35,-3.475,1.05
36,-3.55,0.55
37,-3.65,0.675
38,-3.675,0.9
39,-3.725,0.575
40,-3.8,0.625
41,-3.9,0.775
42,-3.975,1.025
43,-4.1,0.95
44,-4.2,1.225
45,-4.2,0.85
46,-4.275,1.175
47,-4.4,1.125
48,-4.475,0.775
49,-4.55,1.075
50,-4.575,0.8
51,-4.575,0.925
52,-4.575,0.7
53,-4.575,1.575
54,-4.6,0.85
55,-4.6,1.1
56,-4.6,0.8
57,-4.6,1.075
58,-4.625,0.675
59,-4.65,1.025
60,-4.75,1.125
61,-4.75,1.2
62,-4.8,1.175
63,-4.825,0.775
64,-4.825,1.25
65,-4.925,1.05
66,-4.95,0.725
67,-5.0,0.85
68,-5.025,0.95
69,-5.075,1.4
70,-5.125,1.125
71,-5.15,1.0
72,-5.25,0.625
73,-5.275,1.05
74,-5.3,1.175
75,-5.325,1.25
76,-5.325,0.875
77,-5.35,0.925
78,-5.35,0.55
79,-5.4,0.825
80,-5.425,0.625
81,-5.425,1.375
82,-5.45,0.875
83,-5.45,1.5
84,-5.5,1.2
85,-5.525,1.15
86,-5.525,0.925
87,-5.55,0.875
88,-5.575,0.85
89,-5.6,0.9
90,-5.65,1.325
91,-5.65,0.9
92,-5.65,1.2
93,-5.65,0.725
94,-5.675,0.8
95,-5.7,1.125
96,-5.7,0.85
97,-5.7,1.075
98,-5.7,0.75
99,-5.7,1.225
100,-5.725,0.625
101,-5.725,0.825
102,-5.725,0.925
103,-5.725,1.1
104,-5.75,0.95
105,-5.75,0.925
106,-5.75,1.2
107,-5.75,1.475
108,-5.775,1.15
109,-5.775,1.05
110,-5.775,1.125
111,-5.775,1.2
112,-5.775,1.175
113,-5.8,1.05
114,-5.8,0.825
115,-5.8,1.325
116,-5.8,1.4
117,-5.825,1.175
118,-5.825,0.75
119,-5.825,1.275
120,-5.825,0.725
121,-5.825,1.025
122,-5.825,0.875
123,-5.825,1.55
124,-5.825,1.55
125,-5.85,1.075
126,-5.85,1.35
127,-5.85,1.275
128,-5.85,1.15
129,-5.85,1.075
130,-5.85,0.725
131,-5.85,0.95
132,-5.85,0.95
133,-5.85,1.2
134,-5.85,1.525
135,-5.85,1.175
136,-5.875,1.15
137,-5.875,1.025
138,-5.9,1.45
139,-5.9,0.9
140,-5.9,1.1
141,-5.9,0.65
142,-5.9,1.0
143,-5.9,1.0
144,-5.9,1.025
145,-5.9,1.075
146,-5.9,1.35
147,-5.9,1.15
148,-5.925,1.2
149,-5.925,1.1
150,-5.925,0.825
151,-5.95,1.05
152,-5.95,1.125
153,-5.95,1.225
154,-5.95,0.875
155,-5.95,1.0
156,-5.95,1.275
157,-5.95,1.075
158,-5.95,0.8
159,-5.95,1.075
160,-5.95,0.925
161,-5.95,0.9
162,-5.95,0.85
163,-5.95,1.05
164,-5.95,0.8
165,-5.95,0.975
166,-5.95,0.825
167,-5.95,1.05
168,-5.95,0.95
169,-5.95,0.95
170,-5.95,1.075
171,-5.95,1.425
172,-5.95,1.025
173,-5.95,0.9
174,-5.95,1.05
175,-5.95,0.55
176,-5.95,0.725
177,-5.95,1.225
178,-5.95,1.25
179,-5.95,0.825
180,-5.95,0.775
181,-5.95,1.05
182,-5.95,0.725
183,-5.975,1.15
184,-5.975,0.95
185,-5.975,0.55
186,-5.975,1.1
187,-5.975,0.8
188,-5.975,1.025
189,-5.975,1.225
190,-5.975,1.425
191,-5.975,1.4
