Experiment: ,"depth, 3d, sequence 8, it: 1000"
11.952966407828253,-24
12.602783067050023,-22
12.085386332064353,-23
9.527241400699445,-26
11.717269197455138,-23
10.253712667493417,-22
7.504112839923437,-19
8.217035586897993,-14
11.622246597251376,-20
10.125571364120532,-13
9.750043843815163,-16
13.984904340158394,-20
10.927014439229794,-23
7.752621815522161,-16
8.996509452191077,-23
10.180778871431187,-20
11.174021792049587,-18
9.785779788469767,-20
9.042473835394503,-21
12.814153095908864,-26
