Experiment:,"Straight,3d,sequence8,it:1000"
9.801016193860445,-24
9.468949012254392,-26
10.816442063071669,-26
10.476690506673403,-23
12.400348340474025,-25
9.87731685908097,-24
10.120970444609362,-26
11.359918800880536,-28
10.969940350152228,-23
11.060107251024249,-32
11.136018342540154,-27
11.055759019434518,-28
9.291550177584043,-28
9.383995616068631,-29
8.537742016528114,-31
9.860636589315703,-24
11.079729181569462,-31
8.61991797086094,-30
13.077155228387028,-29
10.029941840617482,-26
