Experiment: cooling schedule exponentieel 2,"straight simulatedannealing, 2d, sequence 1, it: 10000, gemiddelde van 40 keer, formule: T_current = T_begin * math.pow((T_end / T_begin), ((current_iteration * 2 ) / total_iterations))"
476,-1.15
477,-1.15
478,-1.0
479,-1.05
480,-0.95
481,-0.6
482,-0.725
483,-0.975
484,-0.925
485,-0.875
486,-0.825
487,-0.75
488,-0.825
489,-0.75
490,-0.975
491,-0.975
492,-0.925
493,-0.875
494,-1.0
495,-0.975
496,-0.825
497,-0.675
498,-0.75
499,-0.825
500,-0.725
501,-0.85
502,-0.9
503,-1.05
504,-0.925
505,-1.1
506,-0.75
507,-0.9
508,-0.725
509,-0.8
510,-0.725
511,-0.85
512,-0.8
513,-0.825
514,-0.85
515,-0.825
516,-0.975
517,-1.025
518,-1.025
519,-0.975
520,-0.725
521,-0.75
522,-0.775
523,-0.925
524,-0.95
525,-1.0
526,-0.85
527,-0.875
528,-1.0
529,-1.025
530,-1.0
531,-0.975
532,-0.9
533,-0.775
534,-0.725
535,-0.875
536,-1.0
537,-0.95
538,-0.975
539,-0.9
540,-0.875
541,-1.025
542,-0.875
543,-0.975
544,-1.175
545,-0.95
546,-1.125
547,-1.075
548,-1.05
549,-0.775
550,-0.8
551,-0.925
552,-0.7
553,-0.875
554,-0.75
555,-0.95
556,-0.875
557,-0.9
558,-1.0
559,-1.05
560,-0.975
561,-0.875
562,-0.8
563,-1.0
564,-0.825
565,-1.05
566,-0.925
567,-0.975
568,-0.925
569,-0.925
570,-0.9
571,-0.975
572,-0.9
573,-0.825
574,-0.8
575,-0.825
576,-0.775
577,-0.8
578,-0.85
579,-0.95
580,-0.8
581,-0.825
582,-0.8
583,-0.925
584,-0.95
585,-0.875
586,-0.75
587,-0.7
588,-0.725
589,-0.775
590,-0.7
591,-0.75
592,-0.725
593,-0.825
594,-0.725
595,-0.675
596,-0.875
597,-0.775
598,-0.775
599,-0.725
600,-0.9
601,-1.05
602,-1.1
603,-1.125
604,-1.1
605,-1.075
606,-0.875
607,-0.775
608,-0.8
609,-0.85
610,-0.8
611,-0.875
612,-1.0
613,-0.85
614,-0.725
615,-0.55
616,-0.65
617,-0.675
618,-0.8
619,-0.8
620,-0.625
621,-0.575
622,-0.7
623,-0.85
624,-0.8
625,-0.75
626,-0.85
627,-0.8
628,-0.8
629,-0.9
630,-0.95
631,-0.975
632,-0.775
633,-0.75
634,-0.8
635,-0.6
636,-0.5
637,-0.575
638,-0.55
639,-0.65
640,-0.65
641,-0.575
642,-0.6
643,-0.575
644,-0.6
645,-0.575
646,-0.575
647,-0.675
648,-0.75
649,-0.7
650,-0.675
651,-0.725
652,-0.6
653,-0.975
654,-0.925
655,-0.95
656,-0.9
657,-0.95
658,-0.975
659,-0.825
660,-0.75
661,-0.7
662,-0.8
663,-0.6
664,-0.725
665,-0.65
666,-0.575
667,-0.575
668,-0.8
669,-0.825
670,-0.65
671,-0.625
672,-0.625
673,-0.675
674,-0.8
675,-0.8
676,-0.825
677,-0.975
678,-0.925
679,-0.625
680,-0.6
681,-0.775
682,-0.675
683,-0.775
684,-0.925
685,-0.925
686,-0.975
687,-0.825
688,-0.925
689,-0.775
690,-0.7
691,-0.6
692,-0.55
693,-0.7
694,-0.8
695,-0.825
696,-0.8
697,-0.7
698,-0.825
699,-0.85
700,-0.825
701,-0.8
702,-0.825
703,-0.875
704,-1.025
705,-0.875
706,-1.075
707,-0.825
708,-0.975
709,-0.975
710,-1.05
711,-1.0
712,-0.9
713,-0.975
714,-0.875
715,-0.925
716,-0.975
717,-0.725
718,-0.9
719,-0.9
720,-1.0
721,-1.025
722,-1.15
723,-1.05
724,-0.825
725,-0.8
726,-0.85
727,-0.975
728,-1.025
729,-1.025
730,-0.875
731,-0.95
732,-0.9
733,-0.8
734,-0.75
735,-0.775
736,-0.85
737,-0.95
738,-0.925
739,-0.85
740,-0.875
741,-0.825
742,-0.7
743,-0.775
744,-0.6
745,-0.7
746,-0.775
747,-0.975
748,-0.975
749,-0.925
750,-0.825
751,-0.8
752,-0.65
753,-0.675
754,-0.675
755,-0.775
756,-0.825
757,-0.775
758,-0.825
759,-0.8
760,-0.875
761,-0.75
762,-0.725
763,-0.825
764,-1.0
765,-0.825
766,-0.9
767,-0.8
768,-0.75
769,-0.7
770,-0.75
771,-0.9
772,-0.775
773,-0.9
774,-1.075
775,-0.925
776,-0.95
777,-1.025
778,-0.925
779,-0.825
780,-0.9
781,-0.75
782,-0.8
783,-0.775
784,-0.9
785,-0.725
786,-0.725
787,-0.725
788,-0.975
789,-0.775
790,-0.7
791,-0.875
792,-0.95
793,-1.0
794,-0.95
795,-1.125
796,-0.9
797,-0.825
798,-0.95
799,-0.925
800,-0.775
801,-0.875
802,-0.875
803,-0.925
804,-0.825
805,-0.75
806,-0.775
807,-0.75
808,-0.8
809,-0.825
810,-0.925
811,-0.95
812,-1.025
813,-1.025
814,-0.975
815,-0.95
816,-0.9
817,-0.7
818,-0.725
819,-0.95
820,-0.825
821,-0.85
822,-0.825
823,-0.75
824,-0.875
825,-1.0
826,-0.875
827,-0.95
828,-1.075
829,-1.075
830,-0.85
831,-0.85
832,-0.8
833,-0.75
834,-0.675
835,-0.6
836,-0.725
837,-0.725
838,-0.65
839,-0.675
840,-0.9
841,-0.8
842,-0.875
843,-1.2
844,-1.05
845,-0.975
846,-1.025
847,-0.9
848,-0.85
849,-0.8
850,-0.975
851,-0.95
852,-0.975
853,-0.825
854,-0.625
855,-0.8
856,-0.85
857,-0.7
858,-0.675
859,-0.7
860,-0.6
861,-0.675
862,-0.775
863,-0.675
864,-0.75
865,-0.8
866,-0.75
867,-0.825
868,-0.725
869,-0.625
870,-0.725
871,-0.625
872,-0.725
873,-0.85
874,-1.025
875,-0.9
876,-0.85
877,-0.75
878,-0.7
879,-0.625
880,-0.725
881,-0.6
882,-0.625
883,-0.7
884,-0.75
885,-0.9
886,-0.825
887,-0.675
888,-0.7
889,-0.6
890,-0.675
891,-0.725
892,-0.825
893,-0.85
894,-0.775
895,-0.8
896,-0.875
897,-1.1
898,-0.875
899,-0.85
900,-0.825
901,-0.875
902,-0.8
903,-0.75
904,-0.675
905,-0.725
906,-0.7
907,-0.775
908,-0.75
909,-0.75
910,-0.675
911,-0.65
912,-0.725
913,-0.65
914,-0.725
915,-0.6
916,-0.5
917,-0.65
918,-0.7
919,-0.725
920,-0.85
921,-0.7
922,-0.6
923,-0.625
924,-0.65
925,-0.775
926,-0.9
927,-0.925
928,-1.025
929,-0.825
930,-1.075
931,-0.925
932,-0.85
933,-0.875
934,-0.95
935,-0.975
936,-1.125
937,-1.3
938,-1.025
939,-0.9
940,-0.9
941,-0.875
942,-0.825
943,-0.8
944,-0.825
945,-0.75
946,-0.9
947,-0.725
948,-1.05
949,-1.025
950,-1.1
951,-0.825
952,-0.825
953,-0.8
954,-0.8
955,-0.8
956,-0.775
957,-0.925
958,-0.9
959,-0.7
960,-0.85
961,-0.775
962,-0.75
963,-0.75
964,-0.825
965,-0.95
966,-0.95
967,-1.025
968,-0.95
969,-1.025
970,-1.05
971,-0.9
972,-0.95
973,-0.8
974,-0.875
975,-0.825
976,-0.875
977,-0.925
978,-0.925
979,-0.925
980,-1.0
981,-0.975
982,-1.0
983,-1.025
984,-1.1
985,-1.075
986,-1.075
987,-1.125
988,-1.175
989,-1.05
990,-0.75
991,-0.775
992,-0.575
993,-0.6
994,-0.65
995,-0.725
996,-0.875
997,-0.8
998,-0.8
999,-0.825
1000,-1.0
1001,-0.9
1002,-0.925
1003,-1.05
1004,-1.025
1005,-1.0
1006,-0.8
1007,-0.8
1008,-0.875
1009,-0.8
1010,-0.775
1011,-0.75
1012,-0.95
1013,-0.975
1014,-0.825
1015,-0.675
1016,-0.675
1017,-0.75
1018,-0.775
1019,-0.725
1020,-0.65
1021,-0.8
1022,-0.7
1023,-0.75
1024,-0.75
1025,-0.875
1026,-0.775
1027,-0.8
1028,-0.725
1029,-0.75
1030,-0.725
1031,-0.75
1032,-0.625
1033,-0.6
1034,-0.625
1035,-0.7
1036,-0.775
1037,-1.05
1038,-0.925
1039,-0.8
1040,-1.025
1041,-0.9
1042,-1.05
1043,-0.95
1044,-0.775
1045,-0.65
1046,-0.575
1047,-0.525
1048,-0.675
1049,-0.675
1050,-0.7
1051,-0.775
1052,-0.85
1053,-0.575
1054,-0.55
1055,-0.625
1056,-0.55
1057,-0.525
1058,-0.575
1059,-0.65
1060,-0.725
1061,-0.5
1062,-0.5
1063,-0.6
1064,-0.5
1065,-0.6
1066,-0.775
1067,-0.75
1068,-0.775
1069,-0.85
1070,-0.8
1071,-0.725
1072,-0.8
1073,-0.825
1074,-0.8
1075,-0.725
1076,-0.725
1077,-0.65
1078,-0.85
1079,-0.925
1080,-0.9
1081,-0.825
1082,-0.75
1083,-0.575
1084,-0.75
1085,-0.675
1086,-0.725
1087,-0.65
1088,-0.8
1089,-0.875
1090,-0.9
1091,-0.975
1092,-0.875
1093,-0.925
1094,-0.975
1095,-0.95
1096,-0.925
1097,-1.0
1098,-0.825
1099,-0.775
1100,-0.85
1101,-0.925
1102,-0.875
1103,-0.775
1104,-0.8
1105,-0.575
1106,-0.8
1107,-0.75
1108,-0.875
1109,-1.025
1110,-1.075
1111,-0.95
1112,-0.875
1113,-0.85
1114,-0.975
1115,-0.925
1116,-0.75
1117,-0.8
1118,-0.8
1119,-0.85
1120,-0.775
1121,-0.925
1122,-0.875
1123,-0.925
1124,-0.8
1125,-0.95
1126,-0.9
1127,-0.95
1128,-0.975
1129,-1.05
1130,-1.1
1131,-1.15
1132,-1.075
1133,-1.175
1134,-1.075
1135,-1.2
1136,-1.125
1137,-1.0
1138,-1.05
1139,-1.15
1140,-1.175
1141,-1.125
1142,-0.925
1143,-1.025
1144,-1.05
1145,-0.8
1146,-0.95
1147,-0.85
1148,-0.875
1149,-0.625
1150,-0.775
1151,-0.75
1152,-0.75
1153,-0.75
1154,-0.85
1155,-0.775
1156,-0.75
1157,-0.825
1158,-0.8
1159,-0.875
1160,-0.775
1161,-0.75
1162,-0.95
1163,-0.975
1164,-0.85
1165,-0.925
1166,-0.925
1167,-0.925
1168,-0.825
1169,-0.8
1170,-0.9
1171,-0.925
1172,-0.875
1173,-0.9
1174,-1.0
1175,-1.0
1176,-0.875
1177,-0.95
1178,-0.95
1179,-1.025
1180,-1.125
1181,-1.1
1182,-1.125
1183,-1.05
1184,-0.975
1185,-0.9
1186,-0.925
1187,-0.8
1188,-0.775
1189,-0.75
1190,-0.75
1191,-0.6
1192,-0.75
1193,-0.7
1194,-0.675
1195,-0.65
1196,-0.775
1197,-0.925
1198,-0.95
1199,-0.9
1200,-0.75
1201,-0.725
1202,-0.975
1203,-0.975
1204,-0.925
1205,-0.85
1206,-0.85
1207,-0.775
1208,-0.7
1209,-0.625
1210,-0.65
1211,-0.725
1212,-0.65
1213,-0.65
1214,-0.6
1215,-0.525
1216,-0.675
1217,-0.7
1218,-0.75
1219,-0.575
1220,-0.65
1221,-0.675
1222,-0.75
1223,-0.8
1224,-0.6
1225,-0.75
1226,-0.65
1227,-0.675
1228,-0.575
1229,-0.575
1230,-0.55
1231,-0.725
1232,-0.8
1233,-0.7
1234,-0.575
1235,-0.7
1236,-0.925
1237,-0.85
1238,-0.975
1239,-1.025
1240,-1.1
1241,-0.925
1242,-0.825
1243,-0.875
1244,-0.875
1245,-0.95
1246,-0.9
1247,-0.7
1248,-0.825
1249,-0.9
1250,-0.9
1251,-0.95
1252,-1.025
1253,-1.025
1254,-1.05
1255,-1.0
1256,-0.925
1257,-0.95
1258,-0.825
1259,-0.775
1260,-0.7
1261,-0.625
1262,-0.6
1263,-0.7
1264,-0.725
1265,-0.95
1266,-0.875
1267,-0.875
1268,-0.85
1269,-1.0
1270,-1.025
1271,-1.025
1272,-0.85
1273,-0.775
1274,-0.65
1275,-0.7
1276,-0.875
1277,-0.95
1278,-0.85
1279,-0.95
1280,-0.85
1281,-0.8
1282,-0.85
1283,-0.775
1284,-0.975
1285,-0.725
1286,-0.75
1287,-0.675
1288,-0.9
1289,-0.9
1290,-0.95
1291,-0.95
1292,-1.025
1293,-1.1
1294,-1.2
1295,-1.125
1296,-1.05
1297,-0.95
1298,-0.85
1299,-0.7
1300,-0.675
1301,-0.575
1302,-0.75
1303,-0.725
1304,-0.75
1305,-0.825
1306,-0.775
1307,-0.875
1308,-0.9
1309,-0.825
1310,-0.725
1311,-0.65
1312,-0.875
1313,-0.675
1314,-0.9
1315,-0.85
1316,-0.775
1317,-0.65
1318,-0.7
1319,-0.65
1320,-0.725
1321,-0.625
1322,-0.675
1323,-0.6
1324,-0.725
1325,-0.625
1326,-0.725
1327,-0.625
1328,-0.7
1329,-0.825
1330,-0.95
1331,-1.05
1332,-0.925
1333,-0.85
1334,-0.775
1335,-0.825
1336,-0.775
1337,-0.825
1338,-0.775
1339,-0.7
1340,-0.65
1341,-0.7
1342,-0.725
1343,-0.825
1344,-0.925
1345,-0.95
1346,-0.9
1347,-0.8
1348,-0.925
1349,-0.9
1350,-0.675
1351,-0.8
1352,-0.75
1353,-0.9
1354,-0.775
1355,-0.925
1356,-0.9
1357,-0.85
1358,-0.775
1359,-0.625
1360,-0.65
1361,-0.7
1362,-0.75
1363,-0.675
1364,-0.75
1365,-0.85
1366,-0.8
1367,-0.825
1368,-0.85
1369,-0.7
1370,-0.775
1371,-0.7
1372,-1.05
1373,-1.0
1374,-1.0
1375,-0.925
1376,-0.975
1377,-0.975
1378,-0.8
1379,-0.625
1380,-0.65
1381,-0.5
1382,-0.475
1383,-0.55
1384,-0.775
1385,-0.925
1386,-0.825
1387,-0.9
1388,-0.775
1389,-0.825
1390,-0.875
1391,-0.775
1392,-0.825
1393,-0.775
1394,-0.85
1395,-0.85
1396,-0.9
1397,-0.925
1398,-0.75
1399,-0.575
1400,-0.575
1401,-0.8
1402,-0.825
1403,-0.8
1404,-0.825
1405,-0.8
1406,-0.725
1407,-0.675
1408,-0.675
1409,-0.675
1410,-0.75
1411,-0.775
1412,-0.925
1413,-0.925
1414,-0.75
1415,-0.925
1416,-0.85
1417,-0.85
1418,-0.875
1419,-0.9
1420,-0.85
1421,-0.775
1422,-0.65
1423,-0.75
1424,-0.775
1425,-0.775
1426,-0.625
1427,-0.7
1428,-0.725
1429,-0.725
1430,-0.8
1431,-0.775
1432,-0.95
1433,-1.025
1434,-0.925
1435,-0.95
1436,-0.95
1437,-0.975
1438,-1.05
1439,-0.85
1440,-0.8
1441,-0.75
1442,-0.925
1443,-0.825
1444,-0.8
1445,-0.925
1446,-0.85
1447,-0.85
1448,-0.875
1449,-0.875
1450,-0.85
1451,-0.75
1452,-0.825
1453,-0.65
1454,-0.825
1455,-0.725
1456,-0.625
1457,-0.55
1458,-0.725
1459,-0.725
1460,-0.725
1461,-0.825
1462,-0.825
1463,-0.7
1464,-0.8
1465,-0.85
1466,-0.875
1467,-0.9
1468,-0.825
1469,-1.15
1470,-1.0
1471,-0.875
1472,-0.85
1473,-0.775
1474,-0.75
1475,-0.675
1476,-0.725
1477,-0.7
1478,-0.775
1479,-0.875
1480,-0.8
1481,-1.025
1482,-0.925
1483,-0.85
1484,-0.875
1485,-1.025
1486,-1.125
1487,-1.275
1488,-1.05
1489,-1.0
1490,-1.0
1491,-1.05
1492,-0.975
1493,-0.775
1494,-0.875
1495,-1.025
1496,-0.975
1497,-1.075
1498,-0.95
1499,-0.95
1500,-0.825
1501,-1.05
1502,-0.9
1503,-1.0
1504,-1.0
1505,-0.975
1506,-0.875
1507,-0.85
1508,-0.775
1509,-0.725
1510,-0.75
1511,-0.6
1512,-0.725
1513,-0.8
1514,-0.725
1515,-0.775
1516,-0.75
1517,-0.925
1518,-0.825
1519,-0.925
1520,-0.75
1521,-0.825
1522,-0.7
1523,-0.95
1524,-1.025
1525,-1.0
1526,-0.975
1527,-0.95
1528,-0.9
1529,-0.925
1530,-0.95
1531,-0.825
1532,-0.875
1533,-0.825
1534,-0.8
1535,-0.85
1536,-0.8
1537,-0.8
1538,-0.725
1539,-0.825
1540,-0.75
1541,-0.825
1542,-0.975
1543,-0.925
1544,-0.9
1545,-0.75
1546,-0.875
1547,-0.825
1548,-0.775
1549,-0.975
1550,-0.875
1551,-0.925
1552,-0.9
1553,-0.95
1554,-1.1
1555,-1.075
1556,-1.025
1557,-1.025
1558,-0.75
1559,-0.675
1560,-0.9
1561,-0.95
1562,-0.95
1563,-1.025
1564,-0.9
1565,-0.925
1566,-0.9
1567,-0.9
1568,-0.7
1569,-0.7
1570,-0.675
1571,-0.8
1572,-0.675
1573,-0.55
1574,-0.6
1575,-0.5
1576,-0.5
1577,-0.65
1578,-0.65
1579,-0.725
1580,-0.825
1581,-0.7
1582,-0.775
1583,-0.8
1584,-0.825
1585,-0.9
1586,-0.875
1587,-0.65
1588,-0.825
1589,-0.775
1590,-0.825
1591,-0.75
1592,-0.725
1593,-0.8
1594,-0.7
1595,-0.6
1596,-0.725
1597,-0.825
1598,-0.85
1599,-0.775
1600,-0.825
1601,-0.9
1602,-0.825
1603,-0.95
1604,-0.85
1605,-1.025
1606,-0.925
1607,-0.95
1608,-0.825
1609,-0.9
1610,-1.0
1611,-0.675
1612,-0.65
1613,-0.8
1614,-0.65
1615,-0.85
1616,-0.825
1617,-0.65
1618,-0.725
1619,-0.8
1620,-0.75
1621,-0.8
1622,-0.8
1623,-0.75
1624,-0.725
1625,-0.65
1626,-0.7
1627,-0.7
1628,-0.725
1629,-0.675
1630,-0.5
1631,-0.575
1632,-0.65
1633,-0.55
1634,-0.5
1635,-0.475
1636,-0.625
1637,-0.65
1638,-0.7
1639,-0.55
1640,-0.65
1641,-0.55
1642,-0.725
1643,-0.825
1644,-0.75
1645,-0.9
1646,-0.75
1647,-0.625
1648,-0.625
1649,-0.65
1650,-0.625
1651,-0.65
1652,-0.725
1653,-0.975
1654,-0.85
1655,-0.875
1656,-0.675
1657,-0.75
1658,-0.75
1659,-0.925
1660,-1.025
1661,-1.05
1662,-1.025
1663,-1.175
1664,-1.175
1665,-0.975
1666,-1.025
1667,-1.05
1668,-1.175
1669,-1.025
1670,-1.025
1671,-0.85
1672,-0.925
1673,-0.775
1674,-0.825
1675,-1.1
1676,-1.05
1677,-0.9
1678,-0.925
1679,-0.725
1680,-0.625
1681,-0.7
1682,-0.7
1683,-0.775
1684,-0.85
1685,-0.7
1686,-0.875
1687,-0.85
1688,-0.875
1689,-0.825
1690,-0.675
1691,-0.8
1692,-0.8
1693,-0.9
1694,-0.875
1695,-0.925
1696,-0.775
1697,-0.9
1698,-0.95
1699,-0.925
1700,-0.775
1701,-0.725
1702,-0.675
1703,-0.775
1704,-0.75
1705,-0.8
1706,-0.775
1707,-0.8
1708,-0.925
1709,-0.7
1710,-0.675
1711,-0.675
1712,-0.85
1713,-0.825
1714,-0.7
1715,-0.75
1716,-0.6
1717,-0.625
1718,-0.75
1719,-0.975
1720,-0.875
1721,-0.75
1722,-0.825
1723,-0.875
1724,-0.875
1725,-0.75
1726,-0.775
1727,-0.725
1728,-0.7
1729,-0.9
1730,-0.825
1731,-0.825
1732,-0.975
1733,-0.875
1734,-0.875
1735,-0.725
1736,-0.675
1737,-0.75
1738,-0.725
1739,-0.875
1740,-0.9
1741,-1.0
1742,-1.075
1743,-1.05
1744,-0.975
1745,-1.075
1746,-0.8
1747,-0.95
1748,-0.975
1749,-1.0
1750,-0.975
1751,-0.9
1752,-1.025
1753,-0.975
1754,-1.0
1755,-0.975
1756,-0.975
1757,-0.8
1758,-0.775
1759,-0.775
1760,-0.85
1761,-0.725
1762,-0.55
1763,-0.55
1764,-0.65
1765,-0.6
1766,-0.525
1767,-0.575
1768,-0.45
1769,-0.5
1770,-0.6
1771,-0.525
1772,-0.5
1773,-0.475
1774,-0.55
1775,-0.6
1776,-0.75
1777,-0.725
1778,-0.775
1779,-0.775
1780,-0.825
1781,-0.85
1782,-0.9
1783,-0.85
1784,-0.975
1785,-1.0
1786,-0.975
1787,-0.825
1788,-1.025
1789,-0.7
1790,-0.75
1791,-0.95
1792,-0.875
1793,-0.825
1794,-0.8
1795,-1.0
1796,-1.15
1797,-0.975
1798,-1.0
1799,-0.925
1800,-0.95
1801,-1.05
1802,-0.875
1803,-0.875
1804,-0.925
1805,-0.75
1806,-0.825
1807,-0.95
1808,-0.975
1809,-0.875
1810,-0.85
1811,-1.0
1812,-0.975
1813,-1.25
1814,-1.025
1815,-1.0
1816,-0.925
1817,-0.95
1818,-0.85
1819,-0.9
1820,-0.925
1821,-1.0
1822,-1.1
1823,-1.1
1824,-1.025
1825,-1.1
1826,-1.0
1827,-1.15
1828,-1.0
1829,-0.975
1830,-0.95
1831,-0.8
1832,-0.9
1833,-1.0
1834,-0.85
1835,-0.8
1836,-0.925
1837,-0.975
1838,-0.875
1839,-0.875
1840,-0.9
1841,-0.725
1842,-0.8
1843,-0.9
1844,-0.85
1845,-0.975
1846,-1.15
1847,-1.175
