Experiment: cooling schedule exponentieel 4,"straight simulatedannealing, 2d, sequence 4, it: 10000, gemiddelde van 40 keer, formule: T_current = T_begin * math.pow((T_end / T_begin), ((current_iteration * 4 ) / total_iterations))"
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,-0.025
6,-0.025
7,-0.025
8,-0.025
9,-0.075
10,-0.1
11,-0.1
12,-0.1
13,-0.1
14,-0.1
15,-0.1
16,-0.1
17,-0.125
18,-0.125
19,-0.125
20,-0.125
21,-0.125
22,-0.1
23,-0.15
24,-0.175
25,-0.225
26,-0.275
27,-0.3
28,-0.3
29,-0.3
30,-0.3
31,-0.325
32,-0.35
33,-0.35
34,-0.35
35,-0.475
36,-0.5
37,-0.45
38,-0.5
39,-0.55
40,-0.725
41,-0.775
42,-0.75
43,-0.775
44,-0.85
45,-0.825
46,-0.775
47,-0.775
48,-0.825
49,-0.8
50,-0.85
51,-0.85
52,-0.925
53,-0.95
54,-0.95
55,-0.975
56,-1.025
57,-0.975
58,-0.975
59,-0.95
60,-1.05
61,-1.05
62,-1.0
63,-1.075
64,-1.075
65,-1.075
66,-1.075
67,-1.075
68,-1.15
69,-1.125
70,-1.2
71,-1.15
72,-1.175
73,-1.1
74,-1.125
75,-1.15
76,-1.175
77,-1.15
78,-1.225
79,-1.25
80,-1.3
81,-1.2
82,-1.15
83,-1.275
84,-1.175
85,-1.225
86,-1.325
87,-1.3
88,-1.3
89,-1.325
90,-1.35
91,-1.45
92,-1.35
93,-1.275
94,-1.3
95,-1.3
96,-1.25
97,-1.225
98,-1.15
99,-1.2
100,-1.3
101,-1.175
102,-1.1
103,-1.0
104,-1.125
105,-1.225
106,-1.175
107,-1.15
108,-1.125
109,-1.2
110,-1.2
111,-1.125
112,-1.15
113,-1.1
114,-1.075
115,-1.1
116,-1.0
117,-1.025
118,-1.15
119,-1.2
120,-1.2
121,-1.225
122,-1.15
123,-1.175
124,-1.1
125,-1.125
126,-1.125
127,-1.0
128,-1.1
129,-1.15
130,-1.15
131,-1.175
132,-1.125
133,-1.075
134,-1.25
135,-1.175
136,-1.15
137,-1.225
138,-1.225
139,-1.1
140,-1.225
141,-1.125
142,-1.125
143,-1.225
144,-1.225
145,-1.25
146,-1.3
147,-1.375
148,-1.425
149,-1.425
150,-1.375
151,-1.35
152,-1.475
153,-1.35
154,-1.375
155,-1.4
156,-1.325
157,-1.35
158,-1.35
159,-1.45
160,-1.45
161,-1.5
162,-1.45
163,-1.425
164,-1.4
165,-1.45
166,-1.375
167,-1.45
168,-1.5
169,-1.55
170,-1.55
171,-1.575
172,-1.525
173,-1.55
174,-1.45
175,-1.4
176,-1.375
177,-1.375
178,-1.375
179,-1.45
180,-1.425
181,-1.475
182,-1.525
183,-1.5
184,-1.5
185,-1.425
186,-1.4
187,-1.55
188,-1.525
189,-1.5
190,-1.475
191,-1.5
192,-1.325
193,-1.3
194,-1.275
195,-1.3
196,-1.375
197,-1.375
198,-1.475
199,-1.5
200,-1.625
201,-1.725
202,-1.8
203,-1.775
204,-1.775
205,-1.6
206,-1.6
207,-1.6
208,-1.65
209,-1.675
210,-1.775
211,-1.7
212,-1.725
213,-1.525
214,-1.4
215,-1.375
216,-1.45
217,-1.425
218,-1.4
219,-1.35
220,-1.225
221,-1.2
222,-1.25
223,-1.3
224,-1.225
225,-1.1
226,-1.05
227,-1.025
228,-1.025
229,-0.825
230,-0.975
231,-0.875
232,-1.075
233,-1.075
234,-1.05
235,-1.125
236,-1.15
237,-1.075
238,-1.1
239,-1.2
240,-1.175
241,-1.2
242,-1.325
243,-1.4
244,-1.4
245,-1.525
246,-1.5
247,-1.5
248,-1.65
249,-1.65
250,-1.725
251,-1.675
252,-1.6
253,-1.525
254,-1.575
255,-1.7
256,-1.65
257,-1.625
258,-1.65
259,-1.65
260,-1.625
261,-1.675
262,-1.7
263,-1.8
264,-1.775
265,-1.725
266,-1.7
267,-1.7
268,-1.575
269,-1.55
270,-1.625
271,-1.7
272,-1.8
273,-1.8
274,-1.8
275,-1.675
276,-1.725
277,-1.775
278,-1.9
279,-1.85
280,-1.7
281,-1.725
282,-1.75
283,-1.8
284,-1.775
285,-1.7
286,-1.625
287,-1.575
288,-1.65
289,-1.775
290,-1.75
291,-1.8
292,-1.775
293,-1.825
294,-1.675
295,-1.6
296,-1.7
297,-1.65
298,-1.425
299,-1.4
300,-1.5
301,-1.55
302,-1.475
303,-1.475
304,-1.45
305,-1.425
306,-1.5
307,-1.525
308,-1.625
309,-1.65
310,-1.625
311,-1.525
312,-1.525
313,-1.475
314,-1.375
315,-1.45
316,-1.3
317,-1.25
318,-1.25
319,-1.25
320,-1.125
321,-1.225
322,-1.325
323,-1.375
324,-1.475
325,-1.45
326,-1.525
327,-1.475
328,-1.475
329,-1.55
330,-1.625
331,-1.625
332,-1.6
333,-1.575
334,-1.525
335,-1.45
336,-1.375
337,-1.325
338,-1.325
339,-1.275
340,-1.275
341,-1.3
342,-1.275
343,-1.35
344,-1.4
345,-1.6
346,-1.675
347,-1.625
348,-1.5
349,-1.475
350,-1.475
351,-1.4
352,-1.375
353,-1.4
354,-1.575
355,-1.6
356,-1.625
357,-1.65
358,-1.6
359,-1.625
360,-1.725
361,-1.6
362,-1.6
363,-1.65
364,-1.625
365,-1.55
366,-1.6
367,-1.625
368,-1.625
369,-1.575
370,-1.475
371,-1.425
372,-1.425
373,-1.375
374,-1.275
375,-1.225
376,-1.25
377,-1.2
378,-1.15
379,-1.2
380,-1.2
381,-1.225
382,-1.2
383,-1.2
384,-1.3
385,-1.425
386,-1.45
387,-1.4
388,-1.4
389,-1.45
390,-1.475
391,-1.45
392,-1.475
393,-1.425
394,-1.4
395,-1.325
396,-1.4
397,-1.375
398,-1.3
399,-1.2
400,-1.225
401,-1.25
402,-1.3
403,-1.425
404,-1.45
405,-1.45
406,-1.45
407,-1.475
408,-1.6
409,-1.575
410,-1.55
411,-1.575
412,-1.625
413,-1.725
414,-1.675
415,-1.675
416,-1.7
417,-1.65
418,-1.625
419,-1.675
420,-1.75
421,-1.75
422,-1.925
423,-2.0
424,-1.825
425,-1.775
426,-1.775
427,-1.8
428,-1.7
429,-1.575
430,-1.6
431,-1.675
432,-1.575
433,-1.475
434,-1.425
435,-1.4
436,-1.4
437,-1.35
438,-1.475
439,-1.5
440,-1.55
441,-1.525
442,-1.6
443,-1.6
444,-1.7
445,-1.65
446,-1.675
447,-1.575
448,-1.625
449,-1.65
450,-1.6
451,-1.5
452,-1.5
453,-1.45
454,-1.5
455,-1.5
456,-1.625
457,-1.675
458,-1.75
459,-1.65
460,-1.6
461,-1.625
462,-1.75
463,-1.9
464,-1.825
465,-1.8
466,-1.675
467,-1.7
468,-1.8
469,-1.75
470,-1.65
471,-1.725
472,-1.6
473,-1.575
474,-1.525
475,-1.625
